is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9
0.06403183192014694,0.0028160482179373503,0.07556381076574326,0.030675560235977173,0.00013638312520924956,0.005810881499201059,0.026391545310616493,0.012890538200736046,0.002757568610832095,0.004986192565411329
0.05933399125933647,0.024115605279803276,0.03658449649810791,0.05798561871051788,0.25385406613349915,0.10370411723852158,0.10100696980953217,0.17744438350200653,0.17160828411579132,0.03599068522453308
5.893874277518307e-09,2.701719914455225e-08,1.030024066039914e-09,3.629377275603772e-14,1.3916602981112192e-08,3.7682595575461164e-05,6.773435146101292e-10,4.1310537213234966e-09,1.4673356973915475e-10,7.687682887741291e-15
0.9972295165061951,0.9986604452133179,0.9995278120040894,0.9990941286087036,0.9983682036399841,0.9965468049049377,0.9994329810142517,0.9994350075721741,0.9993403553962708,0.995392918586731
0.03522774204611778,0.0619591660797596,0.030965782701969147,0.005886158440262079,0.10438146442174911,0.004094661679118872,0.0033915815874934196,0.24861904978752136,0.002899426268413663,0.005852490663528442
0.008423230610787868,0.2322302758693695,0.28751248121261597,0.005145285744220018,0.21256382763385773,0.43028897047042847,0.02695877104997635,0.058058977127075195,0.0023649290669709444,0.0033092189114540815
0.04177730530500412,0.08317245543003082,0.014710004441440105,0.2648111581802368,0.0011986911995336413,0.1106049120426178,0.0901600569486618,0.06967683881521225,0.06149904802441597,0.049420811235904694
0.9998722076416016,0.9986622333526611,0.9998438358306885,0.9999626874923706,0.9995705485343933,0.9997208714485168,0.999948263168335,0.9989625215530396,0.9998774528503418,0.9999513626098633
0.006034749560058117,0.00015895554679445922,0.013594210147857666,0.01425351295620203,0.031518805772066116,0.014973928220570087,0.03046696074306965,0.003460669657215476,0.002169631887227297,0.0019129232969135046
6.793408829253167e-05,6.17139548353407e-08,0.00010973499593092129,6.983007187955081e-05,1.734318539092783e-05,7.590179302496836e-05,0.00034855923149734735,3.666722113848664e-05,7.989638106664643e-06,1.990985538213863e-06
0.0004713821690529585,3.012980414496269e-05,0.0011798897758126259,3.6517169519356685e-06,4.876096863881685e-05,0.003701426088809967,0.00028996975743211806,0.0002099999983329326,1.4389172520168358e-06,3.5322236726642586e-06
0.003182182786986232,0.004441353492438793,0.059480320662260056,0.0015380167169496417,0.040171243250370026,0.027527345344424248,0.0393357090651989,0.0037931741680949926,0.0019771154038608074,0.0012421694118529558
0.047691088169813156,0.0047505199909210205,0.04353121668100357,0.00010644399299053475,0.0011810287833213806,0.00673716701567173,0.000431686028605327,0.0059958831407129765,0.00024371522886212915,0.0045731221325695515
0.1753080040216446,0.060091398656368256,0.5573022365570068,0.33918389678001404,0.4669589102268219,0.04079555720090866,0.3657367527484894,0.5801594853401184,0.26934412121772766,0.1851670891046524
0.030047807842493057,0.007632828317582607,0.007549630478024483,7.923492375994101e-05,0.020119644701480865,0.004352289251983166,0.003680564695969224,0.014097427017986774,9.422523362445645e-06,9.586645319359377e-05
0.00035942590329796076,0.0022004442289471626,3.8356952245521825e-06,0.0014930709730833769,0.00016202186816371977,0.002515374915674329,0.0003781885898206383,0.0011508435709401965,5.803169551654719e-05,0.0003745198773685843
0.002220775466412306,0.0009317389922216535,0.00035989287425763905,5.118402896187035e-06,0.000931679445784539,0.007036466617137194,3.397731779841706e-05,0.018625522032380104,3.765076826311997e-06,3.958645902457647e-05
0.0074495580047369,0.0005825700936838984,0.0076575796119868755,3.1317554771703726e-08,0.0010950102005153894,0.06013578921556473,3.416452818783e-05,0.009147929958999157,5.519762908079429e-06,2.715099799388554e-05
0.00030688344850204885,0.00036362267564982176,0.00031000669696368277,6.575865540980885e-07,0.00048326895921491086,0.011009255424141884,8.30256103654392e-05,0.0017757624154910445,1.8244739408146415e-07,4.021244876639685e-06
0.9966739416122437,0.970461368560791,0.9865925908088684,0.9965893030166626,0.9893109798431396,0.9657723903656006,0.9849549531936646,0.9899829030036926,0.9925879836082458,0.983163058757782
0.0009968592785298824,0.0014528365572914481,0.001421482884325087,0.005656090565025806,0.006160192657262087,0.0008111800998449326,0.0005876650684513152,0.1349641978740692,0.0011047208681702614,0.000490508449729532
0.7938677072525024,0.8584423661231995,0.9113069772720337,0.5465188026428223,0.6088293790817261,0.8057496547698975,0.8717945218086243,0.7184555530548096,0.7130851745605469,0.5733270049095154
0.025994310155510902,0.0007964744581840932,0.02413281984627247,0.00026269452064298093,0.005315971095114946,0.023754185065627098,0.007044049911201,0.3482365608215332,3.2149320759344846e-05,0.00016138152568601072
0.0014890111051499844,0.01582471653819084,0.09235696494579315,0.08977708965539932,0.04970862716436386,0.18716244399547577,0.06948050111532211,0.04584772512316704,0.001080680056475103,0.021445173770189285
0.18270862102508545,0.006406494881957769,0.010556942783296108,0.011086558923125267,0.009675871580839157,0.0032421168871223927,0.10426653176546097,0.0072510018944740295,0.0017510700272396207,0.11914335191249847
1.342500809187186e-06,9.903176305670058e-07,7.601783380550842e-08,6.159424259521984e-08,7.907165695542062e-07,5.622239314106992e-07,1.2301495644351235e-06,2.1173079858272104e-06,9.97017313153492e-09,4.1813837006569876e-13
0.004373544827103615,0.12928418815135956,0.05639120191335678,0.04976506903767586,0.0037415134720504284,0.1211734339594841,0.21959036588668823,0.005528048612177372,0.012523898854851723,0.0002632086689118296
0.003986847586929798,0.009228699840605259,0.01873490959405899,0.0009202185901813209,0.010551604442298412,0.012037986889481544,0.024864761158823967,0.08430004119873047,0.0009649740532040596,0.00011912237096112221
0.027680207043886185,0.016611505299806595,0.04186318814754486,0.00727597763761878,0.00877239741384983,0.00556987477466464,0.02698964625597,0.04316287860274315,0.000513728242367506,0.002001641783863306
0.994206428527832,0.9984319806098938,0.9998546838760376,0.9975899457931519,0.996743381023407,0.9878950119018555,0.999651312828064,0.9948232173919678,0.9993377327919006,0.9993354678153992
3.7048845769049876e-08,2.0361982933092548e-11,3.188138988918787e-11,2.8789128199424585e-12,1.78563789177133e-06,4.933332888867881e-07,5.056527419000645e-11,4.7552970272590755e-07,1.6145619563534552e-10,5.66802599863761e-14
0.28050151467323303,0.07591651380062103,0.8723336458206177,0.2234075665473938,0.6527595520019531,0.3569626808166504,0.6447268724441528,0.8087387084960938,0.017189200967550278,0.26065510511398315
0.011482606641948223,0.023748571053147316,0.03946373239159584,0.006387388799339533,0.0040552350692451,0.035043828189373016,0.002161075361073017,0.10882861912250519,0.0004894465673714876,0.00022924863151274621
0.0008953315555118024,0.0009278710349462926,0.009269502013921738,3.414466482354328e-05,0.0019486072706058621,0.028419306501746178,0.03348170593380928,0.01947224698960781,1.8329233171243686e-06,8.393807365791872e-05
0.9432845711708069,0.7102783918380737,0.9544267058372498,0.9828960299491882,0.9609891772270203,0.9777302742004395,0.9942518472671509,0.9051074385643005,0.9716507792472839,0.9717745780944824
0.9923269152641296,0.9776096940040588,0.9290102124214172,0.9837452173233032,0.9969527721405029,0.998187243938446,0.9955924153327942,0.9984266757965088,0.9883089065551758,0.9901701807975769
0.009373359382152557,0.053265318274497986,0.0005698810564354062,0.014393818564713001,0.01124368142336607,0.020690802484750748,0.292941689491272,0.07221996039152145,0.0011947373859584332,0.007741012144833803
0.003504159627482295,0.0038653789088129997,0.07141442596912384,0.0023297122679650784,0.12831614911556244,0.017191503196954727,0.00543553289026022,0.007185289170593023,0.0003282076504547149,0.0003591436252463609
0.05350907891988754,0.0980113074183464,0.23175260424613953,0.24148602783679962,0.03371133655309677,0.5647499561309814,0.4192734658718109,0.4718371033668518,0.5176558494567871,0.8597882986068726
0.9677790403366089,0.7094020843505859,0.919748842716217,0.7625353336334229,0.9213848114013672,0.9700725078582764,0.8514278531074524,0.8740593194961548,0.8968380689620972,0.9081886410713196
6.117938156080527e-09,2.0193018090974846e-10,4.579495636869435e-12,7.931963419416377e-10,2.279142137240342e-07,3.803956860792823e-05,6.769569053135778e-15,6.040992843736603e-07,4.5039270923918906e-11,2.782710754802454e-16
0.005277304910123348,0.002449803752824664,0.03677666187286377,0.0025413203984498978,0.008499118499457836,0.008964804001152515,0.06845302134752274,0.017968716099858284,0.0019686073064804077,0.00011441581591498107
0.00021467455371748656,2.2138627173262648e-05,4.3243424443062395e-05,2.9021956393648907e-08,6.757535447832197e-05,0.00010099386418005452,8.828034481211944e-08,0.0007473681471310556,1.654835131148502e-07,5.03323001055378e-08
1.4109828953223769e-05,0.001100912457332015,2.5078650196519447e-06,2.0962874259566888e-05,0.00016367620264645666,0.00032765616197139025,1.156811231339816e-05,0.0002945979649666697,3.0719849064553273e-07,1.1743438221856195e-07
0.15720510482788086,0.058905865997076035,0.6255791783332825,0.14186978340148926,0.2713042199611664,0.2587238848209381,0.8739411234855652,0.8400898575782776,0.0016252000350505114,0.25269368290901184
0.8382601141929626,0.9459221363067627,0.9378982782363892,0.9484063982963562,0.9501670598983765,0.8265451192855835,0.9687874913215637,0.8899871706962585,0.8140138387680054,0.89332115650177
0.9961839318275452,0.9825472235679626,0.9574220180511475,0.9979516863822937,0.9958617687225342,0.9984545707702637,0.9970036149024963,0.9986762404441833,0.9998608827590942,0.9984601736068726
3.300662285710132e-07,7.068073903937488e-10,3.510127843768529e-13,6.492557957926692e-08,1.342668610959663e-06,1.025496317197394e-06,1.3578462798591318e-09,6.601963832508773e-06,2.965733398880427e-14,2.811813824311893e-13
0.9988985061645508,0.9988110065460205,0.9996784925460815,0.9952359795570374,0.9952319264411926,0.9952697157859802,0.9997320771217346,0.9964231848716736,0.9731026291847229,0.9991787075996399
0.03223211690783501,0.07048817723989487,0.023928247392177582,0.0028277954552322626,0.15507633984088898,0.1451140195131302,0.01694025844335556,0.324483186006546,0.0005070313927717507,0.059453051537275314
4.438007817952894e-05,1.069195604941342e-06,1.034847656455895e-07,2.234399124056985e-11,0.0001447590911993757,0.015873553231358528,1.438604235737273e-09,0.003404914168640971,2.4050605257341928e-11,6.247870487641194e-08
0.0961291566491127,0.02931812033057213,0.19906924664974213,0.0024687873665243387,0.39127591252326965,0.13260948657989502,0.026394279673695564,0.12360990792512894,0.00017084248247556388,0.003552299691364169
0.986896812915802,0.9963396787643433,0.986491322517395,0.9956793189048767,0.993593156337738,0.9625123739242554,0.9917879700660706,0.9979242086410522,0.9943041205406189,0.9993519186973572
0.0010182919213548303,0.0017357845790684223,0.010866657830774784,8.733094000490382e-05,0.020787442103028297,0.0072142439894378185,0.00044619262916967273,0.015777457505464554,6.877809209981933e-05,6.831516657257453e-05
0.0003681927628349513,0.0005426068091765046,5.663289994117804e-05,5.184886120446208e-08,6.916619440744398e-06,0.006671497132629156,1.1683484046898229e-07,0.0012292840983718634,1.5755033189179812e-07,1.024976583607895e-07
0.995693564414978,0.7881468534469604,0.9964516162872314,0.9991905093193054,0.9866628050804138,0.9930418729782104,0.9992800354957581,0.9968403577804565,0.9606072902679443,0.9925715327262878
0.0017308612586930394,0.01032920554280281,0.021113432943820953,0.010875427164137363,0.0011539403349161148,0.002009834861382842,0.2784148156642914,0.06523671001195908,0.004992933012545109,0.006844986230134964
0.01344557385891676,0.05073026940226555,0.03701305016875267,0.014476696960628033,0.023511210456490517,0.056146372109651566,0.016400525346398354,0.03722219914197922,0.0016274931840598583,0.00768493814393878
6.430983745531194e-08,1.6855412465072162e-12,2.6069911854276206e-11,2.8225324855135625e-10,3.6280489723594656e-10,4.205298682791181e-05,6.087637989191097e-13,9.259066430233887e-11,5.606828803322861e-12,1.1080645464475362e-16
0.0003131467674393207,0.000531674362719059,1.1252039939790848e-06,5.672622926944371e-10,2.7506086553330533e-05,0.015118482522666454,1.5573248219880043e-06,0.00025354238459840417,3.4777361435089915e-08,1.58000517558321e-07
0.045924846082925797,0.027215220034122467,0.1919720470905304,0.0012700743973255157,0.16520051658153534,0.011998257599771023,4.29857536801137e-05,0.3511834144592285,0.00012125400098739192,0.011299116536974907
0.0019368984503671527,0.00019038954633288085,0.0010020140325650573,4.5696194206357177e-07,0.0002592536329757422,0.00047582463594153523,5.490795160767448e-07,0.0006568731623701751,7.5309339990781154e-06,9.506314313512121e-07
0.9997729659080505,0.9998992681503296,0.999544084072113,0.9993357062339783,0.9998397827148438,0.9999723434448242,0.9998904466629028,0.999976396560669,0.999910831451416,0.9996722936630249
0.15781916677951813,0.10937099158763885,0.6769329905509949,0.35889917612075806,0.6001638770103455,0.11084473878145218,0.11461397260427475,0.7319372892379761,0.09071868658065796,0.16214928030967712
2.602678614493925e-05,4.108441231664983e-08,4.097050805285107e-06,1.4605356227548327e-05,2.692887392186094e-05,4.416451247379882e-06,2.2785368855693378e-05,5.476938167703338e-05,1.0276157809130382e-06,5.451482593343826e-06
0.07757793366909027,0.009503578767180443,0.16625168919563293,0.09647183865308762,0.09421798586845398,0.21333153545856476,0.6744286417961121,0.32493019104003906,3.189333074260503e-05,0.007951636798679829
0.01259903609752655,0.05038630589842796,0.08503133058547974,0.05471053346991539,0.004118478856980801,0.010920231230556965,0.016999199986457825,0.14420852065086365,0.012944991700351238,0.04375658556818962
0.001570176100358367,0.0036227041855454445,0.00823062751442194,2.237390071968548e-05,0.004804127383977175,0.014759201556444168,0.0004406619118526578,0.0229683518409729,2.2645686840405688e-05,6.190534622874111e-05
0.03799920156598091,0.0028595481999218464,0.07417809963226318,0.008172508329153061,0.14473219215869904,0.025812817737460136,0.056864745914936066,0.1732090264558792,0.0024958134163171053,0.05777342617511749
1.504014690567601e-08,2.514984609458537e-10,1.0715893233523288e-12,7.969822718445485e-12,1.1358571327946265e-06,2.252618287457153e-06,7.041719637945754e-12,6.699841605950496e-07,3.0232714660731463e-13,1.868021709539036e-11
0.16867728531360626,0.048675909638404846,0.5443827509880066,0.06053154915571213,0.31771448254585266,0.5012893080711365,0.1348544806241989,0.5809207558631897,0.22768978774547577,0.05543758347630501
0.013895020820200443,0.014760999009013176,0.041893262416124344,0.0360591895878315,0.0037030139937996864,0.016018712893128395,0.011312233284115791,0.07239972800016403,0.007259326986968517,0.0038984648417681456
0.0516289547085762,0.0024826296139508486,0.021711943671107292,0.07494062185287476,0.38423997163772583,0.049851108342409134,0.28003010153770447,0.041040029376745224,0.00027037214022129774,0.010751267895102501
0.9056701064109802,0.9893035888671875,0.9970523118972778,0.9842696189880371,0.9938588738441467,0.887281060218811,0.9957613348960876,0.9938054084777832,0.9939636588096619,0.962034285068512
0.0007887659594416618,0.0004515455511864275,0.0008038418600335717,6.798187968115599e-08,8.237043948611245e-05,0.004714720882475376,3.8146060887811473e-06,0.0010452530113980174,8.214907865067289e-09,1.8264846346482955e-07
0.05815626308321953,0.05734270438551903,0.11874774098396301,0.10160799324512482,0.41412967443466187,0.09240531921386719,0.541700541973114,0.2689412236213684,0.022163115441799164,0.32384905219078064
0.013289072550833225,0.006608335766941309,0.05953289568424225,0.009103751741349697,0.22746877372264862,0.12664340436458588,0.06419957429170609,0.33131441473960876,0.0014810946304351091,0.016158897429704666
0.9998633861541748,0.9949584603309631,0.9998838901519775,0.9998652935028076,0.9993529915809631,0.9997959733009338,0.9998494386672974,0.9998264908790588,0.9992152452468872,0.9994717240333557
0.021923409774899483,0.027318956330418587,0.02831423096358776,0.00030642884667031467,0.03572589531540871,0.38570642471313477,0.005586644634604454,0.2504853308200836,1.898114351206459e-05,0.004522037226706743
0.05089285969734192,0.000956800184212625,0.022877486422657967,0.0007382227922789752,0.2607848048210144,0.0008431478636339307,0.006089591421186924,0.009265001863241196,0.0017004803521558642,0.0031063687056303024
0.019428512081503868,0.00033908046316355467,0.012232405133545399,0.00015236901526805013,0.00442640483379364,0.0026105549186468124,0.0002558512205723673,0.01965538039803505,1.1748196811822709e-05,4.858449028688483e-05
0.9974574446678162,0.9945464134216309,0.9995455145835876,0.9980828762054443,0.997377872467041,0.9870666861534119,0.9959598183631897,0.9968210458755493,0.9995362758636475,0.9907394647598267
