is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13,is_iceberg14,is_iceberg15,is_iceberg16,is_iceberg17,is_iceberg18,is_iceberg19
0.08437580615282059,0.0009592496789991856,0.004462048411369325,0.00762801105156541,0.002637846628203988,4.428824468050152e-05,0.025992102921009064,0.023123426362872124,0.0009181919158436357,0.01534844096750021,0.003095181193202734,0.014872707426548002,0.012902800925076008,0.0004938586498610675,0.0038450961001217365,0.010443849489092827,0.003348029451444745,0.02820267155766487,0.007756785023957491,0.05273466929793358
0.04762278869748116,0.02773033082485199,0.04949527978897095,0.008673939853906631,0.08979462087154387,0.05479763075709343,0.13633692264556885,0.03818972781300545,0.058552730828523636,0.09275296330451964,0.11245138943195344,0.08207134902477264,0.012419117614626884,0.030168708413839337,0.07039431482553482,0.11436741054058075,0.038908809423446655,0.09674316644668579,0.06714200973510742,0.04868949204683304
1.0592716981339124e-10,7.795483876471554e-12,3.4988605790431386e-08,1.6463372332076173e-10,5.401347813460689e-09,9.344469642513786e-12,1.7808204563762864e-11,9.336948103566556e-09,2.9257598566090333e-09,5.192982044377459e-08,3.231873380027395e-10,1.1086287443617948e-09,7.4522610304939e-09,1.5494082683531474e-09,2.1195335417334427e-11,3.7184359757969077e-11,3.1801814515119986e-08,1.3096599360551409e-08,6.050425582770913e-08,1.14055076147479e-12
0.9865893125534058,0.9823482632637024,0.9871155023574828,0.9954863190650941,0.9421970248222352,0.9698472023010254,0.9709705710411072,0.9905366301536559,0.9923104047775269,0.9749208688735962,0.9598419666290284,0.9913985729217528,0.9621033668518066,0.9912813305854796,0.9963750243186952,0.9535605907440186,0.984592854976654,0.9917399883270264,0.9917632341384888,0.9819847941398621
0.0023689419031143193,0.0006138719618320465,0.00026567495660856366,5.684943971573375e-05,0.0014606982003897429,0.0003938848967663944,0.002244071802124381,0.002334893913939595,0.0009815444936975837,0.004500067327171564,0.002576574683189392,0.0035609656479209657,0.0002550861972849816,7.646729500265792e-05,0.0039331745356321335,0.0016303453594446182,0.00025708216708153486,0.013314067386090755,0.00423973286524415,0.00026533222990110517
0.7627449631690979,0.35410362482070923,0.7684817910194397,0.5226863622665405,0.5963472723960876,0.6790456771850586,0.1387658268213272,0.5326412320137024,0.4478414058685303,0.6807465553283691,0.3829011917114258,0.6869197487831116,0.07077422738075256,0.6923305988311768,0.32098573446273804,0.691167950630188,0.6484821438789368,0.7193750739097595,0.7363495230674744,0.7553399801254272
0.017977958545088768,0.007789350114762783,0.006165312603116036,0.007199968211352825,0.009121145121753216,0.0002920166589319706,0.07978156954050064,0.033121999353170395,0.013670639134943484,0.02743179351091385,0.018707074224948883,0.04789173230528832,0.02608962170779705,0.007081901654601097,0.041696205735206604,0.04647747054696083,0.05002070963382721,0.0047871568240225315,0.006177030969411135,0.026824822649359703
0.998050093650818,0.9998279809951782,0.9993323683738708,0.9999384880065918,0.9988484382629396,0.9999610185623168,0.9977744221687316,0.9997794032096864,0.9993939399719238,0.9928883910179138,0.9901066422462464,0.9996854066848756,0.9990290403366088,0.9999573230743408,0.9994438290596008,0.9977831244468689,0.9991555213928223,0.999792754650116,0.9995138645172119,0.9999721050262451
5.722801870433614e-05,0.0001879072078736499,0.00012886474723927677,2.558712185418699e-05,7.199010724434629e-05,3.7329280075937277e-06,2.3673723262618296e-05,7.667372119612992e-05,0.00020861120719928292,0.0011528779286891222,0.0011418511858209968,7.065496902214363e-05,3.262809696025215e-05,0.0002118275879183784,4.237711436871905e-06,0.00018529091903474182,9.908865467878059e-05,0.00018715586338657886,9.422403672942892e-05,0.00018122134497389197
2.9036186788289338e-06,1.3098071576678196e-05,1.7182803276227787e-05,1.4119116713118274e-05,1.136180003413756e-06,7.766173837353563e-08,5.9350659284973524e-05,3.813255170825869e-05,2.6565425287117247e-05,0.0004455117450561374,0.00013746196054853502,3.966206804761897e-06,2.3356902602245103e-05,3.998056854470633e-05,1.1867638022522442e-05,6.6634442191571e-05,2.3519645765190944e-05,5.3746938647236675e-05,4.5397086068987846e-05,2.2775893739890307e-06
5.8878486015601075e-06,4.56528396171052e-05,3.5049702091782824e-06,1.0143281770069734e-06,4.511346560320817e-06,3.8469269725283095e-07,8.02050362835871e-06,3.254661351093091e-05,2.1702157027903013e-05,0.001538146985694766,4.5949193008709706e-05,8.91189047251828e-05,6.584951188415289e-05,1.018872353597544e-05,1.282776224797999e-06,1.572364089952316e-05,0.00012210891873110086,9.428807061340194e-06,5.337006223271601e-05,1.4572648069588467e-05
0.06290280818939209,0.0018009516643360255,0.001899798633530736,0.00080934475408867,0.03081497177481652,0.0158315971493721,0.047605056315660484,0.00044703512685373425,0.011855472810566424,0.05314911156892777,0.009616252966225149,0.0692836344242096,0.0014586575562134385,0.002330343006178737,0.02997955866158009,0.007275337353348732,0.001525599742308259,0.05734926462173462,0.006633243523538113,0.003042487660422921
0.002786161378026009,0.003698566230013967,0.0010780565207824109,0.0016825107159093025,0.021045615896582603,1.8707914932747368e-05,0.00395740894600749,0.034565191715955734,0.009180881083011629,0.03538425639271736,0.0004436580638866872,0.016076739877462387,0.007387116085737944,0.005296493414789438,0.0006938718142919242,0.003010737244039774,0.013726856559515,0.0027800840325653553,0.009872124530375004,0.0006894952384755015
0.6430774331092834,0.5949963331222534,0.4355488419532776,0.16206204891204834,0.37692534923553467,0.652114987373352,0.5339844822883606,0.4714569449424744,0.4182160496711731,0.4958312511444092,0.4958114922046661,0.550312340259552,0.2907788753509521,0.31284573674201965,0.5293543338775635,0.4817720949649811,0.39831462502479553,0.7329822182655334,0.3557620048522949,0.6772629618644714
