is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10
0.0018380142282694578,0.010443849489092827,0.0005990883219055831,0.0038391686975955963,0.003348029451444745,0.004434546455740929,0.021147536113858223,0.02820267155766487,0.05273466929793358,0.012300480157136917,0.007756785023957491
0.03437168523669243,0.11436741054058075,0.09176961332559586,0.06204623728990555,0.038908809423446655,0.051523756235837936,0.08315113186836243,0.09674316644668579,0.04868949204683304,0.09415917098522186,0.06714200973510742
7.09343694893505e-10,3.7184359757969077e-11,4.2660426302632e-09,7.157878456620637e-12,3.1801814515119986e-08,2.0798172073455135e-09,3.1794322730149815e-10,1.3096599360551409e-08,1.14055076147479e-12,5.399938742683963e-12,6.050425582770913e-08
0.9786953330039978,0.9535605907440186,0.9861013293266296,0.9842766523361206,0.984592854976654,0.9964796900749207,0.9789052605628967,0.9917399883270264,0.9819847941398621,0.9831461310386658,0.9917632341384888
0.0001250846398761496,0.0016303453594446182,8.71710290084593e-05,5.523119762074202e-05,0.00025708216708153486,0.005217660218477249,0.013406503014266491,0.013314067386090755,0.00026533222990110517,0.0014928315067663789,0.00423973286524415
0.1834353655576706,0.691167950630188,0.4153290390968323,0.36966732144355774,0.6484821438789368,0.7866171598434448,0.6146647930145264,0.7193750739097595,0.7553399801254272,0.7384793162345886,0.7363495230674744
0.020582538098096848,0.04647747054696083,0.02354428917169571,0.011097962036728859,0.05002070963382721,0.007220202125608921,0.04105566442012787,0.0047871568240225315,0.026824822649359703,0.018944816663861275,0.006177030969411135
0.9996063113212585,0.9977831244468689,0.9997219443321228,0.9999493360519409,0.9991555213928223,0.9994741082191467,0.998568058013916,0.999792754650116,0.9999721050262451,0.9999525547027588,0.9995138645172119
4.853161590290256e-05,0.00018529091903474182,5.435013008536771e-05,2.9696268029510975e-05,9.908865467878059e-05,0.0002787008124869317,6.80418306728825e-05,0.00018715586338657886,0.00018122134497389197,1.325014000030933e-05,9.422403672942892e-05
7.253773219417781e-06,6.6634442191571e-05,1.6053127183113247e-05,3.685640194817097e-06,2.3519645765190944e-05,3.678223583847284e-05,0.00012276304187253118,5.3746938647236675e-05,2.2775893739890307e-06,1.2699425496975891e-05,4.5397086068987846e-05
4.724973769043572e-05,1.572364089952316e-05,1.1077404451498296e-06,4.584142516250722e-06,0.00012210891873110086,1.7870836018119007e-05,1.6315940229105763e-05,9.428807061340194e-06,1.4572648069588467e-05,5.4472625379276e-06,5.337006223271601e-05
0.002415747381746769,0.007275337353348732,0.01035891380161047,0.005248586647212505,0.001525599742308259,0.009665824472904205,0.009056090377271175,0.05734926462173462,0.003042487660422921,0.01183348335325718,0.006633243523538113
0.00394093431532383,0.003010737244039774,7.43557175155729e-05,0.0009240008075721562,0.013726856559515,0.010476971976459026,0.01838592253625393,0.0027800840325653553,0.0006894952384755015,0.000761088274884969,0.009872124530375004
0.38554731011390686,0.4817720949649811,0.6070197224617004,0.4034346342086792,0.39831462502479553,0.40476158261299133,0.5767320990562439,0.7329822182655334,0.6772629618644714,0.5443337559700012,0.3557620048522949
0.01951785571873188,0.0839148536324501,0.05582714080810547,0.2691580057144165,0.05700858309864998,0.11757846176624298,0.0917101576924324,0.1481279581785202,0.2439461648464203,0.0735863521695137,0.18352042138576508
0.0014780380297452211,0.008989005349576473,0.001091988175176084,0.0005417735083028674,0.007196762133389711,0.003977519925683737,0.006863157264888287,0.0021664609666913748,0.00018640821508597583,0.0003553750866558403,0.0022075818851590157
0.000977138988673687,0.0011681007454171777,0.0018703360110521317,0.00012803955178242177,0.006159638054668903,0.0038911355659365654,0.010597553104162216,0.003713828045874834,0.0005561416037380695,0.0012457412667572498,0.002203888026997447
0.1766287088394165,0.44757503271102905,0.1460888385772705,0.036863263696432114,0.8172213435173035,0.9262012839317322,0.760664165019989,0.7985156178474426,0.6593939661979675,0.20543336868286133,0.8654464483261108
0.05793217942118645,0.1714198738336563,0.13530835509300232,0.06556743383407593,0.07818212360143661,0.1167881116271019,0.2354239970445633,0.4654335081577301,0.2307131141424179,0.034639280289411545,0.19696399569511414
0.9838544726371765,0.9930102229118347,0.9958599209785461,0.9989666938781738,0.9887698888778687,0.9907848834991455,0.9949565529823303,0.9927861094474792,0.9995647072792053,0.9992073178291321,0.9840940833091736
0.02687542699277401,0.014144771732389927,0.02637055329978466,0.002360571175813675,0.011861461214721203,0.01974416896700859,0.09844648092985153,0.09222378581762314,0.005540498066693544,0.017581792548298836,0.013977840542793274
0.06572610139846802,0.15013748407363892,0.050092652440071106,0.25592681765556335,0.14201372861862183,0.1575913429260254,0.0836341455578804,0.22557809948921204,0.1961207240819931,0.3038070499897003,0.5104369521141052
0.0021157122682780027,0.027227532118558884,0.003153114579617977,0.004340423736721277,0.02538212575018406,0.019403964281082153,0.037453699856996536,0.06993051618337631,0.005956442095339298,0.0007779429433867335,0.020863428711891174
0.056070081889629364,0.0471818633377552,0.017916429787874222,0.07580152153968811,0.040156979113817215,0.12301908433437347,0.05101294443011284,0.02866102010011673,0.06488331407308578,0.0591265931725502,0.013931944034993649
3.097590877132461e-07,2.739979390753433e-05,4.286313242118922e-07,1.9857841380144237e-06,1.3551375559472945e-06,9.534774108033162e-06,3.03443152915861e-06,2.292094904987607e-06,4.331362220000301e-07,1.3767667041975074e-06,2.201092866016552e-05
2.6900122520601144e-06,4.489757429837482e-06,6.767714239686029e-06,9.185112048726296e-07,1.625837597885038e-07,1.3314945590536809e-06,4.1737398532859515e-06,2.4747976112848846e-06,7.104083099562786e-09,9.130614557761874e-07,7.046756763884332e-06
0.006643770728260279,0.04032352939248085,0.062315113842487335,0.01413066778331995,0.0482904352247715,0.18083065748214722,0.02641955390572548,0.027162350714206696,0.019273066893219948,0.021643945947289467,0.16028179228305817
3.943468414036033e-07,1.0782367098727264e-05,7.309991474357957e-07,6.419966069870497e-08,2.3425752715411363e-06,4.120789071748732e-06,1.6038649846450426e-05,1.177716058009537e-05,4.6512138140997195e-08,1.5732901204046357e-07,3.606355448937393e-06
0.24000497162342072,0.1564382165670395,0.3428865075111389,0.04010317847132683,0.14945849776268005,0.189460888504982,0.18056127429008484,0.2624603807926178,0.21009548008441925,0.1452067792415619,0.5730981230735779
0.99967360496521,0.9988406300544739,0.9997876286506653,0.9995723366737366,0.9984294772148132,0.9997933506965637,0.9986636638641357,0.999121367931366,0.998233437538147,0.9997381567955017,0.9991501569747925
3.877880239144815e-09,2.5675113146661488e-09,9.285675339754107e-09,2.108332605721408e-11,4.2211052431184726e-09,3.9478814661819683e-10,2.278844890568621e-09,3.1373619258090457e-09,4.9519201239522914e-11,5.976734385182425e-11,1.2480597888497869e-07
0.3805874288082123,0.584235668182373,0.6093572378158569,0.6101267337799072,0.5710316300392151,0.552467942237854,0.6453019380569458,0.7643989324569702,0.7087124586105347,0.5889351963996887,0.5057619214057922
8.376311598112807e-05,0.0007849456742405891,2.8587101041921414e-05,1.520975274615921e-06,0.00010533972090343013,0.00016600744856987149,0.00026332089328207076,0.0007914524176158011,2.4494295303156832e-06,6.270912854233757e-05,0.0010415035067126155
1.6808357372610772e-07,1.5698469724156894e-05,1.7609811493457528e-06,1.9402534690016182e-08,3.1350359677162487e-06,1.3383857549342792e-05,2.754933575488394e-06,4.922650305161369e-07,3.3306966074064803e-09,1.5752372917177127e-07,2.6439987777848728e-05
0.9481661319732666,0.9869504570960999,0.9468062520027161,0.9881987571716309,0.9747264385223389,0.9899869561195374,0.9940180778503418,0.9859716296195984,0.9820867776870728,0.9946436882019043,0.9610499143600464
0.973315954208374,0.9889344573020935,0.9644747376441956,0.932644784450531,0.9949327111244202,0.9737188220024109,0.9676028490066528,0.9640390276908875,0.9562416672706604,0.9004502296447754,0.9839587211608887
0.13144248723983765,0.06488140672445297,0.018421076238155365,0.03087836317718029,0.16557204723358154,0.22447744011878967,0.06537327915430069,0.030344756320118904,0.18673861026763916,0.05866268649697304,0.2663072943687439
0.00015819499094504863,0.009480723179876804,0.0013603968545794487,0.0007843306520953774,6.715267227264121e-05,0.00047190324403345585,0.001957372762262821,0.003901665797457099,0.0002916040539275855,0.00290466146543622,0.0015560899628326297
0.23715057969093323,0.3699134886264801,0.2589293420314789,0.08254572004079819,0.2562362849712372,0.1190817579627037,0.3065417408943176,0.4015269875526428,0.3206638693809509,0.3196032643318176,0.2765060067176819
0.9936030507087708,0.9848182797431946,0.9918774366378784,0.9846851825714111,0.9839629530906677,0.988565981388092,0.9741499423980713,0.9934171438217163,0.9988213181495667,0.9985070824623108,0.9846838116645813
1.7132020246890534e-08,1.597739007763721e-08,6.484145859131374e-11,1.2862519382927928e-10,2.9802234013942552e-09,2.934993359460236e-09,1.944747651805301e-08,1.8789367839389115e-09,8.260696814088586e-12,3.0550402485562955e-11,8.886724600642992e-08
0.00025416607968509197,0.0018661407520994544,0.0004978791112080216,8.954270015237853e-05,0.0016131618758663535,0.0016746575711295009,0.006426766514778137,0.004814470652490854,0.00011536841338966042,0.0013506923569366336,0.0022305375896394253
9.122658184423926e-09,3.2162762408916024e-07,1.2458549747407233e-07,3.9995409761850453e-10,5.003113479062904e-10,1.1456161530531972e-07,1.7946192087947566e-08,1.7265927354515043e-08,1.7510650048013776e-12,1.2142994387787098e-09,1.815725596543416e-07
0.2251552939414978,0.03655996173620224,0.02510947734117508,0.008251856081187725,0.22872410714626312,0.07987667620182037,0.11647916585206985,0.11670546233654022,0.27476924657821655,0.13589586317539215,0.22949592769145966
0.3156452178955078,0.7130009531974792,0.5551268458366394,0.5200947523117065,0.7522969841957092,0.850892186164856,0.6180409789085388,0.7693619728088379,0.7291797399520874,0.7677672505378723,0.7845085859298706
0.49745073914527893,0.7423381805419922,0.2935083210468292,0.3224145174026489,0.6089549660682678,0.45244839787483215,0.8392745852470398,0.25733497738838196,0.42460089921951294,0.3288583755493164,0.6773498058319092
0.9986662864685059,0.9981482028961182,0.999421238899231,0.9991699457168579,0.9989511966705322,0.9985389709472656,0.9985201954841614,0.9993175268173218,0.9998705387115479,0.9991232752799988,0.996797502040863
1.0129609373521475e-09,4.0254970912201316e-08,3.49364204232927e-10,1.0935659322530711e-10,4.914682438794671e-09,1.802973415010456e-08,6.654477857637175e-08,2.054839427501065e-07,3.233051049100766e-10,1.1673337643736126e-11,7.414097780156226e-08
0.9995344877243042,0.9966111779212952,0.9998533725738525,0.9997853636741638,0.9987700581550598,0.998521625995636,0.9988651275634766,0.9998952150344849,0.9999388456344604,0.9999511241912842,0.9993202686309814
0.05890573188662529,0.5314456820487976,0.17871594429016113,0.048163410276174545,0.37921321392059326,0.21596933901309967,0.2131151258945465,0.23046524822711945,0.19214975833892822,0.17063027620315552,0.19006960093975067
7.627974640822544e-11,1.6883270337331169e-09,3.3575828749243808e-12,2.6987979451047195e-13,8.426039033171406e-11,1.1694699653119756e-09,4.743868631251758e-10,2.1248482140467928e-11,5.248945118917876e-16,1.1747711093842983e-12,4.615525739382065e-09
3.5886901059711818e-06,0.001629557111300528,2.5998457203968428e-05,4.563401944324141e-06,0.00017772326827980578,0.0012693456374108791,0.00010443437349749729,0.00013678426330443472,1.2431886489139288e-06,8.840316695568617e-06,0.0008019029046408832
0.9991771578788757,0.9815390706062317,0.9994497895240784,0.9988024234771729,0.9985436201095581,0.9982854723930359,0.9974679946899414,0.9999239444732666,0.999924898147583,0.9995207786560059,0.9993509650230408
0.013180827721953392,0.1368849277496338,0.05700533092021942,0.022787971422076225,0.023830780759453773,0.09888198971748352,0.10594634711742401,0.2689976394176483,0.21019989252090454,0.10982310026884079,0.14535273611545563
0.0001441155036445707,0.02062503807246685,0.00010147479770239443,1.7675025446806103e-05,0.002243255265057087,0.0029988419264554977,0.009061512537300587,0.03284742310643196,0.0006928282091394067,8.597876148996875e-05,0.0255857203155756
0.9627830982208252,0.9698889255523682,0.985346794128418,0.9892314076423645,0.964148998260498,0.9846706390380859,0.9766612648963928,0.9779581427574158,0.9958140254020691,0.9760578274726868,0.9830484390258789
0.5555904507637024,0.09991771727800369,0.14822040498256683,0.09683297574520111,0.7877923250198364,0.23958465456962585,0.23585490882396698,0.4258522093296051,0.3273366391658783,0.7292434573173523,0.7236990928649902
0.1497434675693512,0.21507355570793152,0.5676742196083069,0.10984260588884354,0.09799322485923767,0.10687017440795898,0.10684921592473984,0.14707601070404053,0.03321056067943573,0.05436209589242935,0.21993114054203033
4.133855757704197e-11,2.691671885379776e-10,7.418698294570092e-11,1.5955537604572627e-14,4.151679867947511e-12,3.4093773811083583e-12,4.016328380984646e-10,1.2899224743900817e-10,1.0758397550104416e-14,2.067820957865618e-12,3.749594731927708e-11
2.3393086223677528e-07,2.378814315306954e-06,1.0610384748588331e-07,7.634783116827748e-08,7.345001336034329e-07,1.0768571883090772e-06,1.3589148693426978e-05,8.506547715114721e-07,9.611071938309124e-09,1.1092684815139364e-07,8.253007763414644e-06
0.10920022428035736,0.07411514967679977,0.047112416476011276,0.009289145469665527,0.5512547492980957,0.37508702278137207,0.3090130686759949,0.12274595350027084,0.01918753795325756,0.017159588634967804,0.5240476131439209
1.0862805766009842e-06,1.2293554391362704e-05,4.304807134758448e-06,2.4705738610464323e-07,5.088385250928695e-07,2.259742132082465e-06,1.5688605344621465e-05,5.386942211771384e-05,2.4752308647180143e-08,1.0084024779644096e-06,8.681598160364956e-07
0.9999276399612427,0.9982847571372986,0.9996811151504517,0.99973064661026,0.9998745918273926,0.9998816251754761,0.9982323050498962,0.999901533126831,0.9999008178710938,0.9996788501739502,0.999798595905304
0.42765045166015625,0.37465816736221313,0.5376423001289368,0.29995477199554443,0.5980054140090942,0.718187689781189,0.5885909795761108,0.6098583936691284,0.4970768988132477,0.433309942483902,0.6692285537719727
1.6610027159913443e-05,0.00025604403344914317,3.8579964893870056e-06,2.945792948594317e-05,4.064586391905323e-05,4.009419717476703e-05,0.00010391275282017887,4.828482269658707e-05,1.5319821613957174e-05,7.902658398961648e-05,0.0006711838068440557
0.08829057216644287,0.0467507503926754,0.03127641603350639,0.004348522052168846,0.3782505393028259,0.06374324858188629,0.09852512925863266,0.18224979937076569,0.209879070520401,0.055425774306058884,0.08709094673395157
0.44163092970848083,0.4799806773662567,0.06300608813762665,0.024232972413301468,0.16082318127155304,0.2995195686817169,0.14669238030910492,0.13379156589508057,0.07101285457611084,0.02636612206697464,0.60286945104599
0.005092222709208727,0.0030226835515350103,0.0022516243625432253,0.0023269145749509335,0.008822072297334671,0.03906873241066933,0.020013652741909027,0.025376157835125923,0.001370660145767033,0.0029688947834074497,0.013843727298080921
0.04711538925766945,0.08794073760509491,0.04944019392132759,0.007015706971287727,0.15704728662967682,0.2145010232925415,0.30574333667755127,0.5510206818580627,0.03816438466310501,0.03539886325597763,0.20660561323165894
4.1642780890249753e-10,1.937647091387884e-11,8.485972341487624e-11,2.154150772690211e-12,5.563501659366921e-09,2.8987310329853244e-09,4.37951275245041e-09,4.67386449543028e-08,5.185389877898627e-12,4.217121443716998e-13,7.955193837005936e-09
0.47280704975128174,0.7387032508850098,0.6960088610649109,0.6338242292404175,0.7690531015396118,0.6819837093353271,0.6481810808181763,0.7237430214881897,0.8862274289131165,0.7039240598678589,0.5351031422615051
0.0014063254930078983,0.020166222006082535,0.0024169418029487133,0.008521082811057568,0.01435974333435297,0.007575886324048042,0.018654925748705864,0.0023046601563692093,0.018137333914637566,0.06193826347589493,0.01221845205873251
4.950028596795164e-05,0.0016058451728895307,0.0003991301928181201,0.0001804247876862064,0.00025813287356868386,0.0014367650728672743,0.002584181260317564,0.006976835895329714,0.00021166364604141563,0.001414362690411508,0.0037128860130906105
0.9990071654319763,0.9981909394264221,0.9988968372344971,0.9989451766014099,0.9953224062919617,0.9981572031974792,0.9915880560874939,0.9989444613456726,0.9976553916931152,0.9996696710586548,0.9960318207740784
0.003463203087449074,0.0036813742481172085,0.0009538542944937944,9.331003820989281e-05,0.01811390370130539,0.05173402652144432,0.011845744214951992,0.006350814364850521,0.008380865678191185,0.0009141131886281073,0.07404506206512451
0.2846347987651825,0.5744348168373108,0.5815986394882202,0.46357789635658264,0.35793212056159973,0.5142856240272522,0.6055522561073303,0.6745471358299255,0.605168879032135,0.4600977897644043,0.39310866594314575
0.08741160482168198,0.11907659471035004,0.09988024085760117,0.07065444439649582,0.10320263355970383,0.07479706406593323,0.39467623829841614,0.4748270809650421,0.13471493124961853,0.11106548458337784,0.128778338432312
0.9992874264717102,0.9967138767242432,0.9972971081733704,0.9986887574195862,0.9994977712631226,0.9995424747467041,0.9965984225273132,0.9998476505279541,0.9997991919517517,0.9995914101600647,0.9994664788246155
0.0380772240459919,0.0987168699502945,0.1162598729133606,0.006366152316331863,0.30796098709106445,0.14389930665493011,0.597842276096344,0.6185073256492615,0.08535610139369965,0.0883229598402977,0.4467683732509613
0.15223431587219238,0.11907767504453659,0.17830678820610046,0.1348060667514801,0.21482586860656738,0.13368307054042816,0.39623555541038513,0.3788360357284546,0.1352178454399109,0.12664619088172913,0.10040511190891266
0.0006290441961027682,0.00801987387239933,0.008228817954659462,0.00023933382180985063,0.001868639956228435,0.0017488276353105903,0.006865276489406824,0.008296854794025421,5.6951397709781304e-05,0.001356989610940218,0.006992350332438946
0.9993782043457031,0.9956154823303223,0.9998365640640259,0.9993088245391846,0.9993464350700378,0.9992924928665161,0.9988825917243958,0.9986361861228943,0.9991973042488098,0.9997486472129822,0.9988264441490173
4.863851700065425e-06,8.243974298238754e-05,3.90610193790053e-06,1.096025172842019e-07,5.539190169656649e-06,1.9099152268609032e-05,0.00013050209963694215,7.3341207098565064e-06,3.9476748980860066e-08,1.4798240499658277e-06,0.0001477813784731552
6.5341159166557115e-15,1.4851489179082411e-12,1.4188341257090342e-13,4.82435238405212e-16,1.6742393604309014e-13,8.942387845836675e-13,2.2240222901162565e-13,2.999330791326679e-14,2.4724237223693344e-19,2.3241220349612922e-14,1.0183957843690195e-11
5.272730504657375e-06,1.115361101255985e-05,4.996375537302811e-06,1.4990286345550885e-08,3.134979124297388e-06,8.072960554272868e-06,0.0002338007470825687,2.8573773306561634e-05,1.99817648649514e-07,1.2030974971821706e-07,3.642295268946327e-05
0.8250215649604797,0.8958759307861328,0.8838815093040466,0.7798179984092712,0.8013156652450562,0.8032665252685547,0.8057665228843689,0.8284985423088074,0.8176513910293579,0.8804190158843994,0.8005506992340088
0.08005982637405396,0.5285349488258362,0.018279438838362694,0.019493343308568,0.05155377835035324,0.015909556299448013,0.02989836409687996,0.022161100059747696,0.0514996163547039,0.08241405338048935,0.17560021579265594
0.802147626876831,0.5914038419723511,0.37795156240463257,0.9859225749969482,0.8870947957038879,0.867046058177948,0.9265315532684326,0.9748152494430542,0.9881623387336731,0.974522054195404,0.7234327793121338
2.477522527410958e-11,2.258513688568886e-11,6.164095248768417e-14,4.895698646825708e-13,4.893220550972188e-11,4.0141587970277115e-11,5.772800570902348e-10,2.925243380857978e-11,2.3572827395715876e-15,2.04990511327649e-13,4.796164021492189e-10
0.00031901709735393524,0.005332109052687883,0.0014399065403267741,8.991944923764095e-05,0.00043018950964324176,0.003553062444552779,0.002906946698203683,0.02325930818915367,0.0013423400232568383,0.0033808706793934107,0.004480654839426279
0.008882395923137665,0.007945499382913113,0.03770918771624565,0.0018519272562116385,0.00828602071851492,0.01823938824236393,0.05569485202431679,0.06347835808992386,0.008233480155467987,0.004367884248495102,0.012998748570680618
0.8445685505867004,0.8664369583129883,0.5335353016853333,0.7672269940376282,0.6740567088127136,0.8457169532775879,0.7695586085319519,0.9658172726631165,0.7708139419555664,0.9292004704475403,0.7955027222633362
