id,is_iceberg
5941774d,0.03313395753502846
4023181e,0.148358553647995
b20200e4,0.029962440952658653
e7f018bb,0.9954611659049988
4371c8c3,0.0025474149733781815
a8d9b1fd,0.19607707858085632
29e7727e,0.23571887612342834
92a51ffb,0.9991735219955444
c769ac97,0.02829681895673275
aee0547d,0.0004276648978702724
565b28ac,0.013630464673042297
e04e9775,0.004506855737417936
8e8161d1,0.00603602547198534
4cf4d256,0.2012990415096283
139e5324,0.041575733572244644
f156976f,0.007382149342447519
68a117cc,0.004790117032825947
d9aa7a56,0.025484740734100342
9005b143,0.002515981672331691
5f6d3988,0.9032489061355591
9ad70954,0.004470613785088062
b9087b9e,0.7450852394104004
a39a1427,0.058521948754787445
82fbe8ed,0.05263941362500191
1fae4879,0.01673279143869877
6dd8f13d,0.00047943368554115295
bbad5958,0.10784647613763809
54527583,0.022838441655039787
be8fa29c,0.010131394490599632
81a3328f,0.9905061721801758
1a3c0ab3,0.00011619486758718267
4deeeb8b,0.331836074590683
ac6d5632,0.009769661352038383
472dadb5,0.006798639893531799
96093f95,0.7510703802108765
f5b4e3df,0.8948509097099304
e01a3c92,0.023659348487854004
001680af,0.01525027770549059
8e639f33,0.2516372799873352
a2c16612,0.8234367370605469
a6d76474,0.006613714154809713
19c47684,0.05686863511800766
015827b6,0.0004707753541879356
7df7f7ce,0.004667335189878941
0bbf1a3f,0.29826807975769043
636cfbb7,0.5609297752380371
7370030a,0.9664862751960754
43aa97ad,0.0006325821159407496
ba2b5e63,0.956994891166687
dfdd335b,0.04344915971159935
e79b13dc,0.004974669776856899
dc32b195,0.04295750707387924
6d868590,0.8651315569877625
75fa59aa,0.010783551260828972
ffe50836,0.04977165907621384
a7bfd784,0.9774961471557617
b3d569e3,0.0349423885345459
6c538c5b,0.22670435905456543
5c7c15f4,0.0181745532900095
0b745139,0.0074385711923241615
fd14608e,0.0876636654138565
f0bc8305,0.0006364553119055927
a10ccb28,0.9946239590644836
543304c7,0.11484702676534653
6c3a4078,0.002473123837262392
9b73cc75,0.07868292927742004
5c6c71b1,0.029026012867689133
09ee9186,0.02505510486662388
207c35cf,0.01220366545021534
153c813e,0.00010317443229723722
5605d58b,0.44656842947006226
642ca396,0.019037535414099693
d32d72c0,0.011401938274502754
16646a17,0.9340870976448059
384074af,0.009935908019542694
69bf1e8c,0.28421902656555176
9e90a054,0.13176949322223663
89dbe7f7,0.9888268709182739
dbd27d22,0.05902744457125664
a2ea1561,0.10129398107528687
d63402af,0.012523735873401165
1ac8bb92,0.9462388753890991
8beffca5,0.01053447462618351
46741f3e,0.002605071756988764
e5ee6aa7,0.00011209653166588396
5ecd892b,0.4090583920478821
69892166,0.007834193296730518
2f725a81,0.29008275270462036
810abfe4,0.0002827044518198818
e6f973e6,0.026427019387483597
c60a5c46,0.00765349343419075
c42b9e08,0.40859928727149963
c3f00c23,0.00024180125910788774
5307fdb8,0.9409213066101074
3e4f005e,0.008732175454497337
4a4cc2e0,0.6846323609352112
9bdd88d1,0.002954611089080572
0d832bed,0.015120160765945911
14a134fa,0.03373143821954727
78a41676,0.010366702452301979
0bd4658e,0.0396929532289505
4a311bb0,0.20582440495491028
f939c817,0.05465783551335335
956adc4d,0.9866641163825989
f8a119f5,0.225224569439888
61faa1ad,0.0044432999566197395
6725eb3e,0.00816319976001978
17b3a8fd,0.02193126454949379
49a88dfc,0.003821099177002907
2d6ec645,0.05195685476064682
0d4d77ba,0.1349973976612091
3ee672a2,0.9838004112243652
738b41fd,0.0016599362716078758
f7fb320d,0.2542598247528076
b42fad18,0.008668002672493458
4ab8b00a,0.09206105023622513
f7870f2b,0.1393469125032425
4978666a,0.3593290448188782
f1b0d6c7,0.028947507962584496
5642407f,0.0033984407782554626
36d4ff92,0.9179477691650391
4139aba2,0.014539587311446667
7585ce58,0.05824529007077217
33e25984,0.986506462097168
ac46f3c9,0.015013930387794971
fc34a5b8,0.6276499032974243
85c36a8f,0.164186030626297
b2d8a426,0.3152451515197754
13ec60d1,0.7798762917518616
9d440f42,0.007227878086268902
1c0a891e,0.2426176369190216
981c3bc3,0.9877127408981323
295604f4,0.058091986924409866
16ca16c3,0.019687900319695473
b4dda837,0.15432783961296082
88d088ef,0.033042263239622116
1b4fa160,0.001341517549008131
f371bd82,0.00969909131526947
b130a0b7,0.9900864362716675
ebf1de82,0.022629788145422935
01e651c3,0.0007521472871303558
51b1fecc,0.01701560616493225
fa635a31,7.339617150137201e-05
97b7d789,0.012641973793506622
2f598053,0.0031896699219942093
c0e3e148,0.041270215064287186
cfa175a8,0.18496331572532654
3d7e09d8,0.8781049847602844
44a13d1b,0.8847336769104004
c66b0948,0.011864891275763512
976a6d64,0.10311350971460342
8bbd8909,0.3015891909599304
522890fd,0.0015735378256067634
f23a3b95,0.10091285407543182
680039dc,0.0035938217770308256
93028e53,0.006219486705958843
22a16932,0.02348906360566616
7d8126d2,0.0065827881917357445
ba2ecd75,0.004603922367095947
8071bdd7,0.14160625636577606
96d5aeee,0.005238817539066076
154be68f,0.9207324981689453
d8c2bfe2,0.9807073473930359
f76d47b0,0.10877804458141327
0e781ade,0.010084006004035473
13cf6060,0.0034114501904696226
cd99f710,0.0002637772122398019
d10005bb,0.00017215361003763974
3a31445f,0.9858681559562683
3157202d,0.004320851527154446
6ee64703,0.18547677993774414
e5de8685,0.10190441459417343
02cc70ba,0.0005996846011839807
50984a87,0.57172030210495
fa94957a,0.9925524592399597
eab406b4,0.05932725593447685
3ad39398,0.7744038105010986
9ecf3802,0.00177295901812613
6048ae7b,0.005059839691966772
9dc68871,0.013011741451919079
13701465,0.3711654543876648
8d8779f3,0.00511601846665144
0712f269,0.002624493557959795
722c2597,0.03449974209070206
478a2b08,0.14849576354026794
38f5fb41,0.052271582186222076
c52ad74d,0.9755491018295288
0c85fd09,0.0008577965199947357
f1582cba,0.829563319683075
ff836697,0.7725557088851929
ddfe4802,0.0002029668539762497
3cef3bc7,0.9623543620109558
6a21542b,0.22639647126197815
150e23c4,0.9950883984565735
078c6d99,0.9029458165168762
1dcd1dc3,0.008176294155418873
39967e45,0.19353652000427246
6b6333aa,0.0009994350839406252
4ae61433,0.004711502231657505
f96362e0,0.019865388050675392
97a88aac,0.0031004033517092466
427ae8ce,0.024184254929423332
209d4b15,0.04117349907755852
64b453bd,0.000671164074447006
0f5a484e,0.06280317902565002
5ac74969,0.5860780477523804
736ed43e,0.19946135580539703
8533795f,0.018901657313108444
f5b54fb6,0.1653822958469391
6eb4c041,0.24680237472057343
97afdf42,0.7293249368667603
1bb488db,0.0063432566821575165
f132e44d,0.0028576136101037264
d3c2f140,0.033779751509428024
1756794d,0.35503244400024414
9efcc11f,0.0038138653617352247
14c966cf,0.05506451055407524
59cfe4d1,0.04444584622979164
