is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13
0.010430709458887577,0.004632157739251852,0.025972502306103703,0.010132047347724438,0.053421001881361015,0.014647942036390303,0.019119536504149437,0.1083468347787857,0.025972502306103706,0.0028540550265461206,0.011677861213684082,0.005103768315166235,0.007832427509129047,0.006791417952626944
0.20547017455101013,0.039498113095760345,0.1815202832221985,0.02419605664908886,0.14327628910541534,0.050654113292694085,0.012450527399778366,0.2591872811317444,0.1815202832221985,0.25636884570121765,0.03309307247400284,0.04690997675061226,0.033583082258701324,0.09296799451112747
0.0,0.0,1.0288418061972098e-32,0.0,0.0,0.0,1.1546015917753522e-33,0.0,1.0288418061972098e-32,0.0,0.0,0.0,9.15651418612569e-31,7.545314001932407e-39
0.9996823072433472,0.9992524981498718,0.9982763528823853,0.9998051524162292,0.9861418604850768,0.9998985528945924,0.9835352897644043,0.9743251204490662,0.9982763528823853,0.9996501207351685,0.9998039603233337,0.999386191368103,0.9997933506965637,0.997101366519928
0.0003672870807349682,0.0029932146426290274,0.17028586566448212,7.763539906591177e-05,0.03374234214425087,0.0027337551582604647,0.000152598149725236,0.09815291315317154,0.17028586566448212,0.0376172736287117,0.0014611934311687946,0.003907122183591127,0.002835647901520133,0.0027852708008140326
4.717198316939175e-05,0.026592928916215897,3.45160806318745e-05,9.152630875419733e-10,7.397654359678446e-16,0.891890287399292,0.8323907852172852,1.1521201114258553e-18,3.45160806318745e-05,4.0555187297286466e-05,0.9327297806739807,0.03974498063325882,0.9998244643211365,0.00043940203613601625
0.05401819571852684,0.1148480549454689,0.02967975102365017,0.0800909772515297,0.14119170606136322,0.1993564069271088,0.08148498088121414,0.20163531601428986,0.02967975102365017,0.10584553331136703,0.174994558095932,0.18074052035808563,0.02033701352775097,0.16256488859653473
0.99960857629776,0.9998772144317628,0.992946445941925,0.9996054768562316,0.9963542222976683,0.9999971389770508,0.9911121726036072,0.9948911666870117,0.992946445941925,0.9969409108161926,0.9999771118164062,0.9998605251312256,0.9968200922012329,0.9892171621322632
1.8554170537754544e-06,3.518522362355725e-08,8.994356370806146e-09,1.5193746776276384e-06,2.1965210805774407e-07,3.094318638124926e-12,8.364782644321167e-09,8.504768417294528e-11,8.994356370806145e-09,2.2986296026317188e-12,2.0406946802959541e-13,7.302926974261936e-08,1.6470016461767045e-08,1.1753046536000511e-08
2.6280469770864623e-13,1.6890991383355927e-10,2.3116640622206228e-21,6.809229956618909e-20,1.5195961325283035e-17,3.6541670387455436e-22,5.67709693278599e-20,2.059632065436589e-21,2.311664062220623e-21,7.571707596929244e-21,1.676160015715254e-24,4.3480405387263943e-10,2.8892171011066833e-15,8.364533363365047e-15
6.058526458296852e-10,1.3397251086288975e-09,3.5726512026545976e-11,7.49309815584187e-12,8.427811226674463e-10,4.01429014192698e-18,3.943529530703316e-11,2.0067806330527002e-14,3.5726512026545976e-11,1.6712258628441253e-15,2.985818280935258e-19,3.6948970549843807e-09,1.4491630118129706e-09,2.8623270420524705e-09
0.2392733842134476,0.25610244274139404,0.1544380635023117,0.2494203746318817,0.24564553797245026,0.20294266939163208,0.33634665608406067,0.3375706970691681,0.1544380635023117,0.1562878042459488,0.18335595726966858,0.2542524039745331,0.10006125271320343,0.23345594108104706
0.010675068944692612,0.0028088865801692013,0.004423515871167183,0.005542668979614973,0.011951038613915443,0.001691340934485197,0.0007464549853466451,0.006076473742723465,0.004423515871167183,0.00013821506581734866,0.0018090473022311926,0.0033485484309494495,0.008653835393488407,0.003994144033640623
0.17592822015285492,0.21217679977416992,0.32392558455467224,0.2964618504047394,0.32208630442619324,0.3244479298591614,0.2366793006658554,0.4346998631954193,0.32392558455467224,0.36636877059936523,0.2758651375770569,0.22316762804985046,0.14118905365467072,0.19868113100528717
7.67847723182058e-08,0.00030448901816271245,0.9976639747619628,6.647704594797688e-06,0.02045471034944057,0.9751487374305724,0.9092022180557251,0.000512259139213711,0.9976639747619629,0.00011247643851675093,0.9511148929595947,0.0006026269402354956,0.9978122711181641,0.0019516744650900364
2.163186400139239e-05,0.004373096860945225,0.018023448064923286,0.0006321925902739168,0.009179760701954365,0.000981935067102313,0.00798025168478489,0.011728589423000813,0.018023448064923286,0.0019444719655439258,0.0004965435364283621,0.007333847694098949,0.00014810018183197826,0.0035961680114269257
0.0015891940565779805,0.0034465070348232985,0.7207235097885132,0.0067902891896665105,0.009872847236692905,0.0044593061320483685,0.0034869948867708445,0.013628538697957993,0.7207235097885132,0.008168559521436691,0.0027171967085450888,0.004789615515619516,0.08067996054887772,0.004366451874375343
2.6323114798998404e-09,3.706199080966144e-08,0.8394173979759216,3.4412469318567673e-08,8.549843187211081e-06,3.091414328082465e-05,7.0683354351785965e-06,6.7198207034380175e-06,0.8394173979759216,5.444115231512114e-06,1.5476181943085976e-05,1.7965101051231613e-07,0.08605882525444031,0.0010055232560262084
1.1619425066555775e-07,2.215324275312014e-05,0.9836106300354004,6.319661594034187e-08,8.613047612016091e-06,0.0002942397841252386,0.0007138126529753208,1.01021096270415e-05,0.9836106300354004,6.438003765651956e-07,0.00013646663865074515,4.6411154471570626e-05,0.006338239647448063,0.00025323699810542166
0.987701952457428,0.9489989876747132,0.8813185095787048,0.97077214717865,0.8732036352157593,0.9967670440673828,0.8662867546081543,0.8777486681938171,0.8813185095787048,0.8510189652442932,0.995797872543335,0.9533706307411194,0.9851716756820679,0.7484514117240906
4.0218753838416893e-07,6.285423296503723e-06,0.008904761634767056,8.299069875761234e-09,0.006638014689087868,1.9575966234697258e-06,1.5217923646559939e-05,0.02703171782195568,0.008904761634767056,2.1458758055814542e-05,6.297750019257364e-07,1.112837708205916e-05,7.240885315695778e-05,0.0010780072771012783
0.4874659180641174,0.3416068255901337,0.6543956398963928,0.39450564980506897,0.6845534443855286,0.4694865345954895,0.726803719997406,0.7137182354927063,0.6543956398963928,0.8580572605133057,0.5459333062171936,0.4132670760154724,0.39805519580841064,0.46446821093559265
1.7731533716869308e-06,0.00016373144171666354,0.9982707500457764,1.2308324812693172e-06,0.011163514107465744,0.007922155782580377,0.00035266298800706863,0.01539828721433878,0.9982707500457764,0.00012139664613641798,0.00285709067247808,0.0002690129913389683,0.026905762031674385,0.07908528298139572
0.002462472766637802,0.02478659711778164,0.005595467519015075,0.002716922899708152,0.027456311509013176,0.02253628894686699,0.003409805940464139,0.06091161072254181,0.005595467519015074,0.00691351480782032,0.009324700571596622,0.03673521429300308,0.013676388189196587,0.022221924737095833
1.323855914757595e-14,1.825671558375319e-11,1.4545385295522404e-12,2.991587880196711e-11,6.612528721198357e-14,1.962353839672507e-15,4.1774997350252363e-10,1.46692041809092e-19,1.4545385295522406e-12,5.901651395181819e-19,2.7774915098350403e-17,8.261236833506658e-11,4.550167465033894e-10,1.13519447748206e-12
4.0637655465419695e-44,3.4601708698045713e-22,1.9769010376185364e-14,2.0229066120253422e-32,4.698429755607865e-14,1.3469073881059744e-27,5.363588751329326e-24,5.464474901219207e-13,1.9769010376185364e-14,5.53269224085665e-22,8.29940389081684e-31,6.1860035680085444e-21,1.0128223027456021e-23,4.851703607314554e-16
0.005681401584297419,0.008286667987704277,0.01576870121061802,0.00021882193686906248,0.09711787849664688,0.008413517847657205,0.0544305257499218,0.18996205925941467,0.01576870121061802,0.004689214285463095,0.0023961642291396856,0.011785759590566158,0.007015867158770561,0.008886877447366714
1.9344841348356567e-05,3.3035463275155046e-05,0.9797139763832092,4.055076715303585e-06,0.00046218067291192716,0.0010538167553022504,0.0005535235977731645,0.0016992196906358004,0.9797139763832092,1.9154473193339072e-05,0.0005139246350154281,6.477973511209711e-05,0.0003633613814599812,0.0024927430786192417
0.0027758122887462373,0.002364757936447859,0.23215557634830475,0.0004330184892751277,0.043754521757364266,0.007062407210469245,0.06498521566390991,0.10279476642608643,0.23215557634830475,0.0046821157447993755,0.0038133892230689526,0.0033210953697562218,0.009613120928406715,0.013648596592247486
0.9998583793640136,0.999970555305481,0.9997870326042176,0.9990954399108888,0.9936696887016296,0.9999655485153198,0.9977721571922302,0.9882823824882507,0.9997870326042175,0.9993634819984436,0.9999078512191772,0.9999743700027466,0.9995287656784058,0.997665286064148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7274539151040134e-43
0.031062066555023193,0.0340443067252636,0.993325173854828,0.026605967432260517,0.08774971216917038,0.6577813625335693,0.3095410168170929,0.17958514392375946,0.9933251738548279,0.0005227599176578224,0.48789718747138977,0.04326249286532402,0.008626380003988743,0.044674456119537354
0.004670747555792332,0.005397888831794262,0.9682130813598632,0.005158558487892151,0.01325584389269352,0.047749508172273636,0.04678293690085411,0.03203824535012245,0.9682130813598633,0.0013275651726871729,0.01969892345368862,0.0093910600990057,0.0018293051980435848,0.011172446422278881
3.1478265327677946e-07,0.00011901428661076352,0.9984971284866332,1.110070169119126e-08,0.0174106415361166,0.007658638060092927,0.004776854533702135,0.03607752546668053,0.9984971284866333,2.145048711099662e-06,0.0027537515852600336,0.00021322740940377116,0.035610560327768326,0.03269912302494049
0.7034150958061218,0.7789660096168518,0.9387565851211548,0.3765577077865601,0.9259971380233764,0.3876223564147949,0.9166724681854248,0.9369971752166748,0.9387565851211548,0.6266313195228577,0.28505536913871765,0.8059489130973816,0.3654513657093048,0.5626415610313416
0.9747971296310424,0.950504183769226,0.9688295722007751,0.9780082106590272,0.972082257270813,0.9968910813331604,0.9867996573448181,0.947890043258667,0.9688295722007751,0.9880263805389404,0.9955934882164001,0.9553408026695251,0.9618724584579468,0.9190890192985535
0.3300750255584717,0.07395916432142258,0.34090763330459595,0.17240381240844727,0.11732451617717744,0.09092551469802856,0.1937202662229538,0.15353477001190186,0.34090763330459595,0.13600313663482666,0.11418671905994415,0.089985691010952,0.22471213340759277,0.21484686434268951
0.0019579152576625347,0.0007741787703707813,0.13962355256080627,0.00020412760204635558,0.09206563234329224,0.0009425297612324356,0.000961598998401314,0.2079395353794098,0.13962355256080627,0.01516721025109291,0.0003775085206143558,0.0012069091899320483,0.008626502938568592,0.04506005346775055
0.2071971893310547,0.06517219543457031,0.1837594956159592,0.3239986598491669,0.220145046710968,0.16393759846687314,0.23544418811798096,0.3382798731327057,0.18375949561595917,0.1903126835823059,0.18710508942604065,0.06646104902029037,0.05695778876543045,0.3432908356189728
0.8015591502189636,0.935070276260376,0.9591588973999025,0.6427603363990784,0.8056314587593079,0.5705373287200928,0.9112381935119629,0.8358137607574463,0.9591588973999023,0.5756081938743591,0.3946751058101654,0.9364757537841797,0.7628029584884644,0.7851870059967041
0.0,2.0937804284332414e-31,5.638729432789348e-25,0.0,2.1642634391957502e-40,3.160777784441229e-37,6.485806793701473e-25,8.539302646825787e-40,5.638729432789348e-25,6.516037859110399e-43,3.6433760072445244e-44,2.4024755799055066e-29,7.553077389158863e-27,2.0796632577450637e-27
6.208684226294281e-06,0.002907894784584641,0.9977366924285888,4.9136171583086245e-05,0.017102574929594994,0.6193643808364868,0.04752489924430847,0.06881611049175262,0.9977366924285889,2.0650701117119752e-05,0.3977523744106293,0.0043797120451927185,0.030983852222561836,0.06995958089828491
8.702705778240727e-10,1.827913536089909e-07,0.006788892671465875,1.6777271794055082e-09,0.0004444909573066981,1.5874996961429133e-07,4.2244259645940474e-08,0.000959890428930521,0.006788892671465874,1.972791778825922e-06,2.432996559775802e-08,4.0297499026564765e-07,0.00021891061624046415,8.092248026514426e-05
1.3724416568494656e-11,5.835684380173234e-09,0.12408849596977235,1.179618062301449e-13,7.996145967581471e-09,1.0618761869807258e-08,6.828591581076182e-10,5.858714402506848e-09,0.12408849596977234,7.704777571157506e-13,6.27776386430412e-10,1.4068942455480737e-08,5.8066460042027757e-05,6.842417860752903e-06
0.0006244435207918286,0.015419634990394115,0.9989176988601683,0.003460886422544718,0.28549668192863464,0.9960514903068542,0.9321451187133789,0.581548810005188,0.9989176988601685,0.00024735432816669345,0.9912785887718201,0.02476450428366661,0.051189471036195755,0.09266584366559982
0.5714081525802612,0.5025286674499512,0.732672393321991,0.6065539121627808,0.5439602136611938,0.6706783175468445,0.7647387981414795,0.5331272482872009,0.732672393321991,0.47768014669418335,0.7021647691726685,0.5439396500587463,0.7514471411705017,0.5931088924407959
0.999782145023346,0.9999961853027344,0.999947190284729,0.9999822378158568,0.9998787641525269,0.9999983310699464,0.9994007349014282,0.9997376799583435,0.999947190284729,0.9999920129776001,0.999997615814209,0.999996542930603,0.9998753070831299,0.9999822378158569
0.0,1.1086883429127393e-27,0.0,0.0,0.0,3.9012149246802914e-42,6.3224627134563234e-37,0.0,0.0,0.0,0.0,8.58436464909242e-26,2.0893032349371883e-32,7.92776808246071e-34
0.998818814754486,0.9994507431983948,0.9979624748229979,0.9490829110145568,0.9914552569389344,0.995799720287323,0.9819411039352417,0.9631073474884033,0.997962474822998,0.9916459918022156,0.9972148537635803,0.9995416402816772,0.9996349811553955,0.994649350643158
0.00022958463523536918,0.006226037628948689,0.9987776875495912,6.12770827501663e-06,0.006973308511078358,0.13088096678256989,0.6561477780342102,0.004851833451539278,0.9987776875495911,0.00013067619875073433,0.07915431261062622,0.008719260804355145,0.22520804405212402,0.06005861982703209
1.2754533423337856e-37,2.8630019674022e-18,6.010250386840256e-19,1.015336037321834e-32,7.745316570853427e-23,5.706258926787604e-19,1.7429196974561023e-10,2.4915059397529296e-23,6.010250386840257e-19,2.3014656700738108e-29,6.068525190312681e-23,1.4724448854665353e-16,8.224535338462285e-20,3.0277173054065417e-19
0.001266536652110517,0.0034247653093189,0.9979092478752136,0.03973010927438736,0.8500638008117676,0.8559390306472778,0.863696277141571,0.8833518624305725,0.9979092478752136,0.024181587621569633,0.7597192525863647,0.006313192192465067,0.9604858756065369,0.1297505795955658
0.999293327331543,0.998685657978058,0.9852691292762756,0.9999412298202516,0.9815145134925842,0.999980926513672,0.8608629107475281,0.9766603708267212,0.9852691292762756,0.9982998967170715,0.999962329864502,0.99858558177948,0.9965846538543701,0.9901278614997864
0.001099278568290174,0.002045256784185767,0.967442750930786,0.003768239170312881,0.0024281556252390146,0.0007020101766102017,0.018099844455718994,0.003984752576798201,0.9674427509307861,0.0012529954547062516,0.0004285000031813979,0.002701289253309369,0.004553311504423618,0.001848692656494677
