is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13,is_iceberg14
0.08437580615282059,0.0009592496789991856,0.004462048411369324,0.007628011051565409,0.002637846628203988,4.428824468050152e-05,0.025992102921009064,0.023123426362872124,0.0009181919158436358,0.01534844096750021,0.003095181193202734,0.014872707426548004,0.012902800925076008,0.0004938586498610675,0.0038450961001217365
0.047622788697481155,0.02773033082485199,0.04949527978897095,0.008673939853906631,0.08979462087154388,0.05479763075709343,0.13633692264556885,0.03818972781300545,0.058552730828523636,0.09275296330451965,0.11245138943195343,0.08207134902477264,0.012419117614626884,0.03016870841383934,0.07039431482553482
1.0592716981339123e-10,7.795483876471554e-12,3.498860579043139e-08,1.6463372332076176e-10,5.4013478134606885e-09,9.344469642513786e-12,1.7808204563762864e-11,9.336948103566556e-09,2.9257598566090337e-09,5.192982044377459e-08,3.2318733800273947e-10,1.1086287443617948e-09,7.4522610304939e-09,1.5494082683531474e-09,2.1195335417334427e-11
0.9865893125534058,0.9823482632637024,0.9871155023574829,0.995486319065094,0.9421970248222351,0.9698472023010254,0.9709705710411072,0.990536630153656,0.9923104047775269,0.9749208688735962,0.9598419666290283,0.9913985729217529,0.9621033668518066,0.9912813305854797,0.9963750243186951
0.002368941903114319,0.0006138719618320465,0.00026567495660856366,5.684943971573375e-05,0.0014606982003897429,0.0003938848967663944,0.002244071802124381,0.0023348939139395952,0.0009815444936975837,0.004500067327171564,0.002576574683189392,0.003560965647920966,0.0002550861972849816,7.646729500265792e-05,0.0039331745356321335
0.7627449631690979,0.35410362482070923,0.7684817910194397,0.5226863622665405,0.5963472723960876,0.6790456771850586,0.1387658268213272,0.5326412320137024,0.4478414058685303,0.6807465553283691,0.3829011917114258,0.6869197487831116,0.07077422738075256,0.6923305988311768,0.32098573446273804
0.017977958545088768,0.007789350114762783,0.0061653126031160355,0.007199968211352825,0.009121145121753216,0.0002920166589319706,0.07978156954050064,0.033121999353170395,0.013670639134943485,0.02743179351091385,0.018707074224948883,0.047891732305288315,0.02608962170779705,0.007081901654601097,0.041696205735206604
0.9980500936508179,0.9998279809951782,0.9993323683738708,0.9999384880065918,0.9988484382629395,0.9999610185623169,0.9977744221687317,0.9997794032096863,0.9993939399719238,0.9928883910179138,0.9901066422462463,0.9996854066848755,0.9990290403366089,0.9999573230743408,0.9994438290596008
5.7228018704336137e-05,0.0001879072078736499,0.00012886474723927677,2.558712185418699e-05,7.199010724434629e-05,3.7329280075937277e-06,2.3673723262618296e-05,7.667372119612992e-05,0.00020861120719928294,0.0011528779286891222,0.0011418511858209968,7.065496902214363e-05,3.262809696025215e-05,0.0002118275879183784,4.237711436871905e-06
2.903618678828934e-06,1.3098071576678194e-05,1.7182803276227787e-05,1.4119116713118274e-05,1.136180003413756e-06,7.766173837353563e-08,5.935065928497352e-05,3.813255170825869e-05,2.656542528711725e-05,0.00044551174505613744,0.000137461960548535,3.966206804761896e-06,2.33569026022451e-05,3.998056854470633e-05,1.1867638022522442e-05
5.887848601560108e-06,4.56528396171052e-05,3.504970209178282e-06,1.0143281770069734e-06,4.511346560320817e-06,3.8469269725283084e-07,8.02050362835871e-06,3.254661351093091e-05,2.1702157027903013e-05,0.001538146985694766,4.59491930087097e-05,8.91189047251828e-05,6.584951188415289e-05,1.0188723535975441e-05,1.282776224797999e-06
0.06290280818939209,0.0018009516643360257,0.001899798633530736,0.00080934475408867,0.030814971774816513,0.0158315971493721,0.04760505631566048,0.00044703512685373425,0.011855472810566425,0.053149111568927765,0.009616252966225147,0.0692836344242096,0.0014586575562134385,0.0023303430061787367,0.029979558661580086
0.0027861613780260086,0.0036985662300139666,0.001078056520782411,0.0016825107159093022,0.021045615896582603,1.870791493274737e-05,0.00395740894600749,0.034565191715955734,0.009180881083011627,0.03538425639271736,0.00044365806388668716,0.016076739877462387,0.007387116085737944,0.005296493414789438,0.0006938718142919242
0.6430774331092834,0.5949963331222534,0.4355488419532776,0.16206204891204834,0.37692534923553467,0.652114987373352,0.5339844822883606,0.47145694494247437,0.4182160496711731,0.4958312511444092,0.49581149220466614,0.550312340259552,0.29077887535095215,0.31284573674201965,0.5293543338775635
0.12417229264974594,0.005933000706136227,0.25377753376960754,0.04879455640912056,0.020898358896374702,0.05019819736480713,0.007104311138391495,0.08778124302625656,0.03547348827123642,0.1507297158241272,0.03987908735871315,0.05889863148331642,0.061013828963041306,0.13346026837825775,0.014489042572677135
0.023697324097156525,0.0008497790549881756,0.0012694841716438532,0.00012558503658510745,0.003282842691987753,9.195170423481613e-05,0.005555472336709499,0.0010453001596033573,0.0009575894218869507,0.008863158524036407,0.007615118287503719,0.002455707173794508,0.00031205007690005004,0.00016233825590461493,0.0006998972385190427
