1is_iceberg0,1is_iceberg1,1is_iceberg2,1is_iceberg3,1is_iceberg4,1is_iceberg5,1is_iceberg6,1is_iceberg7,1is_iceberg8,1is_iceberg9,1is_iceberg10,1is_iceberg11,1is_iceberg12,1is_iceberg13,1is_iceberg14,1is_iceberg15,1is_iceberg16,is_iceberg17,is_iceberg18,is_iceberg19,is_iceberg20,is_iceberg21,is_iceberg22
0.010533140040934086,0.014841246418654919,0.011860713362693788,0.009505069814622402,0.024690410122275352,0.015019014477729797,0.011147202923893929,0.0011213634861633182,0.0011448762379586694,0.002809420693665743,0.04100355505943298,0.03073062188923359,0.04537481814622879,0.0023985193111002445,0.002740510506555438,0.0043047992512583715,0.004775739274919033,0.0029432156588882212,0.0020594431553035975,0.0020594431553035975,0.020448887720704082,0.010068039409816263,0.008824523538351059
0.09832701086997986,0.11622459441423415,0.13594987988471985,0.12869621813297272,0.050243914127349854,0.03541003167629242,0.11862432211637496,0.13293543457984924,0.17572082579135895,0.11370783299207687,0.058745186775922775,0.0502266027033329,0.05496465042233467,0.03198685124516487,0.03471948951482773,0.027930311858654026,0.2299606651067733,0.022902755066752437,0.025052318349480632,0.025052318349480632,0.05077214166522026,0.09043066948652267,0.14266452193260193
4.199905896246518e-38,1.9305473131225878e-07,1.0182535561398254e-06,1.8189024331149994e-07,4.1489944813122284e-09,2.5850798314693405e-23,0.0,6.476162781928737e-33,5.706529014626159e-31,1.0821405567185136e-06,1.3790987047753384e-15,6.305488595801478e-20,3.763727120975612e-21,2.8862097113253838e-30,2.969446635578296e-29,2.608122593762696e-13,8.506297201988851e-14,1.0915465880352812e-25,2.548363089496734e-23,2.548363089496734e-23,1.1230153905330414e-13,0.0,1.743334001348153e-34
0.998879611492157,0.9965367317199708,0.996334433555603,0.9967784285545348,0.9983892440795898,0.9951491951942444,0.9947711825370787,0.9968696236610411,0.9959808588027954,0.9980747699737548,0.994727909564972,0.9923479557037354,0.990125060081482,0.9995835423469543,0.9994887113571168,0.9985872507095336,0.999678373336792,0.9973229765892028,0.9986935257911682,0.9986935257911682,0.9846981167793274,0.9899681806564332,0.9984702467918396
0.019796740263700485,0.022059084847569462,0.03041747584939003,0.04073576629161835,0.04154793918132782,0.05160386115312576,0.007187238894402982,0.013868779875338078,0.026465294882655144,0.009958406910300257,0.020072346553206444,0.016518129035830498,0.022648751735687256,0.011529676616191864,0.01245118398219347,0.042513109743595116,0.047354340553283684,0.012563399039208887,0.013072255067527294,0.013072255067527294,0.12065520882606505,0.10171162337064744,0.6795637607574463
4.499430272808525e-10,0.9959461092948914,0.9927272796630859,0.9932996034622192,0.00039324819226749236,1.7018169273796954e-07,1.0972770408219576e-13,3.9161176346169684e-07,0.00012061352026648821,0.4755129218101502,0.5440474152565002,0.03760964423418045,0.0003450511721894145,2.219611161535795e-09,2.4935868925268782e-09,0.0005416013300418854,0.5496041178703308,1.2229503051488214e-17,2.085538899982884e-15,2.085538899982884e-15,5.554213977632117e-09,1.3814087819284982e-32,3.068635949389088e-26
0.1176813393831253,0.05357125401496887,0.03863812983036041,0.04691354557871818,0.155196875333786,0.08376461267471312,0.09575215727090836,0.1471155434846878,0.21191878616809845,0.06819400936365128,0.03817998245358467,0.029919974505901337,0.04182632640004158,0.019714852795004845,0.01991797424852848,0.0833793431520462,0.2279572784900665,0.06761922687292099,0.07585817575454712,0.07585817575454712,0.09882719069719316,0.007639562711119652,0.007061183452606201
0.9998897314071656,0.997117280960083,0.9912619590759276,0.9950309991836548,0.9998500347137452,0.9986969828605652,0.996501088142395,0.9996167421340942,0.9993873834609984,0.9999097585678101,0.9996235370635986,0.9994181394577026,0.999439775943756,0.9998181462287904,0.9997746348381042,0.999880075454712,0.9998909235000608,0.9999758005142212,0.9999868869781494,0.9999868869781494,0.9997848868370056,0.9999392032623292,0.9996613264083862
8.898345549823716e-05,0.0192710030823946,0.02300412580370903,0.013466538861393929,0.02724410779774189,0.0029717318248003717,7.3393266575294555e-06,0.00016368119395338002,0.0016918964684009552,0.02059059776365757,0.0058807595632970324,0.0022546709515154357,0.0011840594233945012,0.0011289342073723676,0.0012321009999141095,0.0015606314409524202,0.005245910957455635,0.0002227387158200145,0.0005751994322054088,0.0005751994322054088,0.0021567344665527344,0.00035115223727189004,0.0001087523633032106
2.174099122953521e-09,7.412061677314341e-05,7.690108031965792e-05,1.2981551662960554e-05,0.001909257960505784,0.00024180940818041563,2.698343732157084e-14,1.248887326887882e-09,5.8724001661403236e-08,0.00015787460142746568,0.0001115457052947022,1.1247179827478247e-05,9.807677997741847e-06,3.355720323838797e-08,5.2906795389162646e-08,3.7960355257382616e-05,7.40674011012743e-07,1.8639748589066587e-07,6.076226668483287e-07,6.076226668483287e-07,6.73283648211509e-05,5.99746954321745e-07,1.94036516631968e-07
