1is_iceberg0,1is_iceberg1,1is_iceberg2,1is_iceberg3,1is_iceberg4,1is_iceberg5,1is_iceberg6,1is_iceberg7,1is_iceberg8,1is_iceberg9,1is_iceberg10,1is_iceberg11,1is_iceberg12,1is_iceberg13,1is_iceberg14,1is_iceberg15,1is_iceberg16
0.010533140040934086,0.014841246418654919,0.011860713362693787,0.009505069814622402,0.024690410122275352,0.015019014477729797,0.011147202923893929,0.0011213634861633182,0.0011448762379586697,0.002809420693665743,0.04100355505943298,0.03073062188923359,0.04537481814622879,0.0023985193111002445,0.002740510506555438,0.004304799251258373,0.004775739274919033
0.09832701086997986,0.11622459441423416,0.13594987988471985,0.12869621813297272,0.050243914127349854,0.03541003167629242,0.11862432211637497,0.13293543457984924,0.17572082579135895,0.11370783299207687,0.058745186775922775,0.0502266027033329,0.05496465042233467,0.03198685124516487,0.03471948951482773,0.027930311858654022,0.22996066510677338
4.1999058962465185e-38,1.930547313122588e-07,1.0182535561398254e-06,1.8189024331149994e-07,4.148994481312229e-09,2.5850798314693408e-23,0.0,6.476162781928737e-33,5.706529014626159e-31,1.0821405567185138e-06,1.3790987047753388e-15,6.305488595801479e-20,3.763727120975612e-21,2.8862097113253834e-30,2.969446635578296e-29,2.608122593762696e-13,8.506297201988852e-14
0.998879611492157,0.9965367317199707,0.996334433555603,0.9967784285545349,0.9983892440795898,0.9951491951942444,0.9947711825370789,0.9968696236610413,0.9959808588027954,0.9980747699737549,0.9947279095649719,0.9923479557037354,0.9901250600814819,0.9995835423469543,0.9994887113571167,0.9985872507095337,0.999678373336792
0.019796740263700485,0.022059084847569466,0.03041747584939003,0.04073576629161835,0.04154793918132782,0.05160386115312576,0.007187238894402981,0.013868779875338078,0.026465294882655144,0.009958406910300255,0.020072346553206444,0.016518129035830498,0.022648751735687256,0.011529676616191864,0.01245118398219347,0.04251310974359512,0.04735434055328369
4.4994302728085245e-10,0.9959461092948914,0.9927272796630859,0.9932996034622192,0.0003932481922674924,1.7018169273796957e-07,1.0972770408219576e-13,3.916117634616967e-07,0.0001206135202664882,0.47551292181015015,0.5440474152565002,0.03760964423418045,0.0003450511721894145,2.219611161535795e-09,2.493586892526878e-09,0.0005416013300418854,0.5496041178703308
0.1176813393831253,0.05357125401496887,0.03863812983036041,0.046913545578718185,0.155196875333786,0.08376461267471313,0.09575215727090836,0.1471155434846878,0.21191878616809845,0.06819400936365128,0.03817998245358467,0.029919974505901337,0.04182632640004158,0.019714852795004845,0.01991797424852848,0.0833793431520462,0.22795727849006653
0.9998897314071655,0.997117280960083,0.9912619590759277,0.9950309991836548,0.9998500347137451,0.9986969828605652,0.996501088142395,0.9996167421340942,0.9993873834609985,0.9999097585678101,0.9996235370635986,0.9994181394577026,0.9994397759437561,0.9998181462287903,0.9997746348381042,0.9998800754547119,0.999890923500061
8.898345549823716e-05,0.0192710030823946,0.02300412580370903,0.013466538861393929,0.02724410779774189,0.002971731824800372,7.339326657529455e-06,0.00016368119395338,0.0016918964684009552,0.02059059776365757,0.005880759563297033,0.002254670951515436,0.0011840594233945012,0.0011289342073723674,0.0012321009999141097,0.0015606314409524202,0.005245910957455635
2.174099122953521e-09,7.412061677314341e-05,7.690108031965792e-05,1.2981551662960555e-05,0.0019092579605057836,0.00024180940818041563,2.6983437321570838e-14,1.248887326887882e-09,5.8724001661403236e-08,0.00015787460142746568,0.0001115457052947022,1.1247179827478249e-05,9.807677997741848e-06,3.3557203238387956e-08,5.290679538916265e-08,3.7960355257382616e-05,7.40674011012743e-07
