is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13,is_iceberg14,is_iceberg15,is_iceberg16,is_iceberg17,is_iceberg18,is_iceberg19,is_iceberg20,is_iceberg21,is_iceberg22,is_iceberg23,is_iceberg24,is_iceberg25,is_iceberg26,is_iceberg27,is_iceberg28,is_iceberg29,is_iceberg30,is_iceberg31,is_iceberg32,is_iceberg33,is_iceberg34,is_iceberg35,is_iceberg36,is_iceberg37,is_iceberg38,is_iceberg39
0.00084448023699224,0.00024404868599958718,0.0006743521080352366,0.006610549986362457,0.001996133243665099,0.00017511296027805656,0.10042548924684525,0.000676511088386178,0.0022328703198581934,0.0014292607083916664,9.593614231562242e-05,0.003746184054762125,0.0026918239891529083,0.006791170220822096,0.001489449292421341,0.0009222452063113451,0.00013216037768870592,5.1210012316005304e-05,0.00025323990848846734,1.1345297934894916e-05,0.0017984537407755852,0.00033475185045972466,0.0018051286460831761,0.0037876954302191734,0.008812500163912773,0.00031048618257045746,0.003504615742713213,0.0006980523467063904,0.0007198700914159417,0.0033262937795370817,0.001821522950194776,3.1422459869645536e-05,9.104203491006047e-05,0.030138656497001648,0.0008900205721147358,0.0001489801798015833,0.007671633269637823,0.0020134912338107824,0.000654784613288939,0.0030648531392216682
0.00011519451800268143,7.794109478709288e-06,2.2393693654976232e-07,3.675331026897766e-05,1.3562934100264101e-06,6.0698139350279234e-06,0.00010638897947501391,1.8839729420960794e-07,1.978610089281574e-05,1.6011595107556786e-06,9.49826617357985e-09,1.3805525668431073e-05,2.552401383582037e-07,4.244765932526207e-06,9.486986982665258e-07,1.7354084320686525e-06,7.560053916222387e-08,2.1961565721539955e-07,1.5313687526941067e-06,1.1689971213257877e-09,9.641615906730294e-05,1.4311630366137251e-05,9.433033483219333e-06,3.908209691871889e-05,8.814406101009808e-06,7.15879787094309e-06,1.3454574400384445e-05,9.454075211579038e-07,2.876885218938696e-06,4.446053935680538e-06,1.078750528904493e-06,5.115855401527369e-06,2.998604697879159e-10,2.4469031814078335e-06,1.44546256706235e-05,1.2305860082051367e-06,2.0853211026405916e-05,9.71722838585265e-05,2.629307800816605e-06,1.697935303468512e-08
0.9452065825462341,0.9188558459281921,0.8414908647537231,0.9744040966033936,0.9803934097290039,0.9508481025695801,0.9776440262794495,0.5351407527923584,0.9191166758537292,0.9830834865570068,0.9357208013534546,0.7315458059310913,0.9039862155914307,0.969269871711731,0.9786108136177063,0.8883383274078369,0.9659356474876404,0.9190444946289062,0.7441326975822449,0.9757510423660278,0.8176915049552917,0.9824220538139343,0.9870816469192505,0.9199603796005249,0.9823968410491943,0.9012419581413269,0.9591014385223389,0.9811068773269653,0.543488085269928,0.9597869515419006,0.9743748903274536,0.8820651173591614,0.9247444868087769,0.9527108073234558,0.9744616150856018,0.9789193868637085,0.8953881859779358,0.9180666208267212,0.9595192074775696,0.9616000056266785
1.3753266102867201e-05,2.1201085473876446e-06,8.123244333546609e-05,0.0001245545136043802,6.277744978433475e-05,5.5035452533047646e-05,0.0006729647284373641,4.927952977595851e-05,0.014944740571081638,0.0011947430903092027,2.5436124815314543e-06,0.0070371562615036964,0.0002917163947131485,5.1047896704403684e-05,1.3638085647471598e-06,0.0001879050541901961,8.747947140363976e-05,8.279566827695817e-06,5.859650991624221e-05,0.00018587168597150594,0.0007201092084869742,0.00038981804391369224,0.0005568717024289072,0.00036420029937289655,5.630785381072201e-05,0.00020083310664631426,7.913102308521047e-05,2.4610277250758372e-05,2.226184369646944e-05,0.0012835279339924455,1.0817383554240223e-05,1.50199921336025e-05,6.530539849336492e-06,0.0008603135356679559,5.328437327989377e-05,3.179375562467612e-05,0.0015007591573521495,3.365489828865975e-05,0.000260679837083444,5.831667658640072e-05
0.011377047747373581,0.0006200885982252657,0.0011782555375248194,0.017597975209355354,0.000935232499614358,0.0028537889011204243,0.05301521718502045,0.0002569326898083091,0.028042467311024666,0.008346452377736568,0.0002869235468097031,0.005795969162136316,0.0005065195728093386,0.0038782840128988028,0.00021217222092673182,0.005973587743937969,2.8513508368632756e-05,0.0017047167057171464,0.005885137245059013,1.801683902158402e-05,0.006522242911159992,0.01434946246445179,0.005964813753962517,0.008354838006198406,0.025854794308543205,0.0023027982097119093,0.00490338122472167,0.017142321914434433,0.00018387220916338265,0.00298373238183558,0.0020083601120859385,0.00020697883155662566,0.005335278809070587,0.002279347740113735,0.0009303638944402337,0.0008518211543560028,0.003120267763733864,0.004033864475786686,0.029255259782075882,0.00010414001735625789
0.9999904632568359,0.9999086856842041,0.9992152452468872,0.9998987913131714,0.9999998807907104,0.9975926280021667,0.997401237487793,0.9985163807868958,0.9998021721839905,0.999315619468689,0.9996616840362549,0.9999847412109375,0.9999861717224121,0.9988318085670471,0.9998440742492676,0.9999330043792725,0.9999339580535889,0.99916672706604,0.9999982118606567,0.9999555349349976,0.9999496936798096,0.9999796152114868,0.9998581409454346,0.9999924898147583,0.9999771118164062,0.9999270439147949,0.9971514344215393,0.9999011754989624,0.999964714050293,0.9972163438796997,0.9999104738235474,0.9998189806938171,0.9998335838317871,0.9999759197235107,0.9997718930244446,0.9973229765892029,0.9995250701904297,0.9989833235740662,0.9987900853157043,0.9999246597290039
0.8999617099761963,0.7709609866142273,0.8804545998573303,0.7545594573020935,0.9794571995735168,0.9766045212745667,0.8701420426368713,0.3567671477794647,0.8274485468864441,0.5363961458206177,0.9809500575065613,0.9587949514389038,0.9736895561218262,0.9452635645866394,0.3748076558113098,0.7739380598068237,0.9923579096794128,0.8047613501548767,0.9284734129905701,0.9936333894729614,0.9424892067909241,0.8710749745368958,0.9603000283241272,0.9635329842567444,0.9769684672355652,0.7468989491462708,0.49048763513565063,0.9131733775138855,0.9494744539260864,0.968066930770874,0.9173802137374878,0.9866407513618469,0.9737474322319031,0.9753308296203613,0.9744411110877991,0.9465727210044861,0.9208303689956665,0.9748777747154236,0.9790123105049133,0.9297091960906982
0.0017413765890523791,0.06644974648952484,0.16410769522190094,0.026718121021986008,0.5093662142753601,0.37327903509140015,0.5426396131515503,0.10909929126501083,0.04726145789027214,0.01087849959731102,0.024987468495965004,0.12820276618003845,0.01437054667621851,0.2067132592201233,0.04051860049366951,0.19038987159729004,0.10342314839363098,0.5913495421409607,0.8527963161468506,0.026475274935364723,0.08344147354364395,0.02289930172264576,0.28533485531806946,0.327396959066391,0.446083664894104,0.03882753476500511,0.11691979318857193,0.11556311696767807,0.4045632779598236,0.20056580007076263,0.16003729403018951,0.002588118426501751,0.5812795758247375,0.15272806584835052,0.008789264596998692,0.02454308234155178,0.10895518213510513,0.413767009973526,0.08443347364664078,0.1225241869688034
0.0003112769336439669,0.00017177419795189053,5.4031694162404165e-05,0.00034681125544011593,0.0009835702367126942,2.76402170129586e-05,0.0013206128496676683,0.000264891394181177,1.0317782653146423e-05,0.003703037044033408,0.00020983326248824596,8.02415088401176e-05,7.79095062171109e-05,0.008672005496919155,0.0005809266585856676,0.012297003529965878,0.0007727296906523407,0.0002833552425727248,0.0014971672790125012,0.002754793968051672,0.0007294546230696142,0.0013419733149930835,0.0005402625538408756,9.729959856485948e-05,0.0008851843304000795,1.6099927506729728e-06,0.0001707118790363893,1.311146843363531e-05,0.00023261649766936898,8.579186396673322e-05,0.00020964267605450004,4.932226147502661e-05,0.00011583624291233718,0.00037529546534642577,0.013942061923444271,0.00038837274769321084,0.003978090360760689,0.00024098590074572712,0.000896924757398665,6.143545761005953e-05
0.010704406537115574,0.0040609207935631275,0.0046192435547709465,0.1326780915260315,0.1747232973575592,0.0032454931642860174,0.2469327449798584,0.029944714158773422,0.06990194320678711,0.052995290607213974,0.017499830573797226,0.03497425466775894,0.012511108070611954,0.0040399921126663685,0.06901372969150543,0.06098433956503868,0.003707010066136718,0.0016108480049297214,0.09057600796222687,0.0062011247500777245,0.004966713488101959,0.14487236738204956,0.10630422085523605,0.010336032137274742,0.08131541311740875,0.07885461300611496,0.16675914824008942,0.001990402117371559,0.008317524567246437,0.027582064270973206,0.05446038767695427,0.010267182253301144,0.004191615618765354,0.11734611541032791,0.021157005801796913,0.003442725632339716,0.05031675100326538,0.00569209223613143,0.06581810861825943,0.1256254017353058
0.8302198052406311,0.8079049587249756,0.6046908497810364,0.9393817782402039,0.7290911674499512,0.9546016454696655,0.9955174326896667,0.9472281336784363,0.976086437702179,0.9928230047225952,0.8689072728157043,0.7618454098701477,0.6976543068885803,0.9530177712440491,0.9004104137420654,0.895686149597168,0.8796996474266052,0.956436812877655,0.9655305743217468,0.7896342873573303,0.7573528289794922,0.8688623309135437,0.9579561352729797,0.8818479776382446,0.8614500164985657,0.9184328317642212,0.9946858882904053,0.7893491387367249,0.8939115405082703,0.92989182472229,0.9919231534004211,0.977756917476654,0.8473089933395386,0.9339063167572021,0.9591617584228516,0.905555784702301,0.9659914374351501,0.6373918652534485,0.9169409871101379,0.894136905670166
0.0002683065249584615,2.9361366614466533e-05,0.0033125581685453653,0.014963003806769848,6.809551996411756e-05,2.9111910407664254e-05,0.0044343797490000725,8.04088995209895e-06,0.004972969181835651,0.00047998008085414767,0.00016462706844322383,0.004168561659753323,0.0010441964259371161,0.0010474000591784716,1.4398396160686389e-05,0.0007159733795560896,0.0002707340754568577,0.0007943923701532185,0.0004813190025743097,1.5037363482406363e-05,0.0006500822491943836,0.0016931227874010801,0.00021459677373059094,0.0005144394817762077,0.0002962368889711797,0.0006393221556209028,0.0006652069860137999,4.686877582571469e-05,6.885617767693475e-05,0.0005621599266305566,0.0024618383031338453,1.232427530339919e-05,0.00026162300491705537,0.00039916267269290984,7.479322084691375e-05,4.5394854168989696e-06,0.000195469765458256,0.0004241335263941437,0.0007224910077638924,0.0011188494972884655
0.9762088060379028,0.9904375672340393,0.9876114726066589,0.9819257259368896,0.9999769926071167,0.9967043995857239,0.9825301766395569,0.989314079284668,0.9898825287818909,0.9541128873825073,0.993848979473114,0.9993816614151001,0.9589284062385559,0.9831422567367554,0.9822666049003601,0.9791127443313599,0.9988232254981995,0.9414926171302795,0.9607866406440735,0.9805790781974792,0.9955910444259644,0.9574723839759827,0.9495627284049988,0.9765573143959045,0.9990826845169067,0.9693465828895569,0.9832726716995239,0.962225079536438,0.9949308037757874,0.9906864762306213,0.9877222776412964,0.940718412399292,0.9910939335823059,0.9778101444244385,0.9813526272773743,0.803978681564331,0.9997802376747131,0.9793913960456848,0.9544780850410461,0.9269548654556274
0.8909680843353271,0.946016788482666,0.9854053854942322,0.9918984174728394,0.5722711682319641,0.9583382606506348,0.9809789657592773,0.9270127415657043,0.9567143321037292,0.5958684682846069,0.9349023103713989,0.9067701101303101,0.974402666091919,0.809594452381134,0.89103764295578,0.7631341814994812,0.95799320936203,0.7975814938545227,0.9119566679000854,0.9956992864608765,0.8042230010032654,0.9625696539878845,0.9920310974121094,0.7839474678039551,0.5562868118286133,0.5110894441604614,0.9217079877853394,0.9758691191673279,0.9621672630310059,0.7001259326934814,0.9301081299781799,0.94793301820755,0.9768848419189453,0.9959587454795837,0.9632338285446167,0.8923224210739136,0.985153317451477,0.8974123001098633,0.9213913679122925,0.8948327898979187
0.0006259683286771178,0.0006617677281610668,0.009557940997183323,0.005590131971985102,0.00019304190936964005,0.0014524311991408467,0.22810976207256317,0.0003758454113267362,0.025127161294221878,0.0037578369956463575,0.048329226672649384,0.002862916560843587,0.005517755635082722,0.007350501604378223,0.0010245860321447253,0.0063082133419811726,0.0018715719925239682,0.006723855156451464,0.022999662905931473,0.002805877709761262,0.028704803436994553,0.009454166516661644,0.0015802100533619523,0.005454826168715954,0.013887842185795307,0.0042291064746677876,0.005603268276900053,0.027387354522943497,0.0019278721883893013,0.009733915328979492,0.008001439273357391,0.000196063905605115,0.03819738328456879,0.004025925882160664,0.008971897885203362,0.004527063108980656,0.004312512464821339,0.0020740495529025793,0.017232486978173256,0.0005791793228127062
0.0004342726315371692,0.032907456159591675,0.0036329699214547873,0.0109269293025136,0.008808139711618423,0.0011078401003032923,0.030078906565904617,0.015013210475444794,0.06110737472772598,0.03828635439276695,0.007767795585095882,0.040426045656204224,0.07611292600631714,0.012590039521455765,3.068050864385441e-05,0.003889939747750759,0.0020383961964398623,0.00033915042877197266,0.022067373618483543,0.004136053379625082,0.0009679063223302364,0.00038864591624587774,0.08809500187635422,0.005394989158958197,0.0031154125463217497,0.000816878629848361,0.04123909771442413,0.008931157179176807,0.00012450011854525656,0.013999281451106071,0.020671578124165535,0.0010864080395549536,0.017318563535809517,0.032142430543899536,0.016355140134692192,0.0001346529898000881,0.003682549577206373,0.024523533880710602,0.01521066203713417,0.0017358119366690516
0.0042443289421498775,0.013323868624866009,0.057066161185503006,0.07163089513778687,0.5923486948013306,0.027497708797454834,0.0976056233048439,0.029362119734287262,0.058842387050390244,0.02760232985019684,0.0154226403683424,0.17281924188137054,0.00515372259542346,0.17981062829494476,0.0020185718312859535,0.010115428827702999,0.027408959344029427,0.2320709228515625,0.06407754123210907,0.05028944090008736,0.030787941068410873,0.009080732241272926,0.01931551843881607,0.3558475077152252,0.06097183749079704,0.04252655431628227,0.20681284368038177,0.03197586536407471,0.15191476047039032,0.011035275645554066,0.042326126247644424,0.00333232874982059,0.07421230524778366,0.23238404095172882,0.0017123185098171234,0.025483615696430206,0.13424476981163025,0.19334809482097626,0.023405950516462326,0.003614142769947648
0.0049067651852965355,0.0033397641964256763,0.009288245812058449,0.11543453484773636,0.01111198402941227,0.002033620374277234,0.018405277281999588,0.002869665389880538,0.05936138704419136,0.050919778645038605,0.003540612058714032,0.03843776881694794,0.007058419287204742,0.009734380058944225,0.021496368572115898,0.04649091139435768,0.020050911232829094,0.010208649560809135,0.06582996994256973,0.0451815128326416,0.015370392240583897,0.0026600004639476538,0.027515677735209465,0.020202457904815674,0.17328426241874695,0.028435757383704185,0.010219443589448929,0.0019943027291446924,0.01839517429471016,0.03462902829051018,0.03326085954904556,0.06951121985912323,0.0069837369956076145,0.007741905283182859,0.019990602508187294,0.009561643935739994,0.00472906231880188,0.034928057342767715,0.0064088753424584866,0.02847154438495636
