is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13,is_iceberg14,is_iceberg15,is_iceberg16,is_iceberg17,is_iceberg18,is_iceberg19,is_iceberg20,is_iceberg21,is_iceberg22,is_iceberg23,is_iceberg24,is_iceberg25,is_iceberg26,is_iceberg27,is_iceberg28,is_iceberg29,is_iceberg30,is_iceberg31,is_iceberg32,is_iceberg33,is_iceberg34,is_iceberg35,is_iceberg36,is_iceberg37,is_iceberg38,is_iceberg39,is_iceberg40,is_iceberg41,is_iceberg42,is_iceberg43,is_iceberg44,is_iceberg45,is_iceberg46,is_iceberg47,is_iceberg48,is_iceberg49
0.001553938607685268,0.03885454684495926,0.004503048025071621,0.0230217557400465,0.002525699557736516,0.011436842381954193,0.0016663807909935713,0.01031837984919548,0.0060363453812897205,0.0019075514283031225,0.02263561263680458,0.0021658455953001976,0.0019146595150232315,0.005057480651885271,0.015164660289883614,0.0022265585139393806,0.005252923350781202,0.013215780258178711,0.002361695747822523,0.030151840299367905,0.02942132018506527,0.007195950485765934,0.006730642169713974,0.006462026387453079,0.013035805895924568,0.0022468999959528446,0.020269345492124557,0.021609848365187645,0.0028570189606398344,0.005531902890652418,0.013208407908678055,0.021845269948244095,0.009249484166502953,0.016919346526265144,0.03056124784052372,0.002380655612796545,0.011055423878133297,0.05475541204214096,0.009794683195650578,0.015667958185076714,0.06150041148066521,0.03981615602970123,0.0094378013163805,0.003094595391303301,0.0078111980110406876,0.02215939573943615,0.01844700239598751,0.004945110529661179,0.003051371080800891,0.006883213296532631
0.0050747571513056755,0.04284694418311119,0.004433975555002689,0.004233954939991236,0.008180771954357624,0.010935548692941666,0.004620408173650503,0.015982691198587418,0.001453736680559814,0.015008416958153248,0.004178399220108986,0.016941115260124207,0.0033262590877711773,0.001961313420906663,0.017340464517474174,0.00840581301599741,0.015317031182348728,0.007837651297450066,0.008409148082137108,0.007440635468810797,0.0025760771241039038,0.005490735173225403,0.004828445613384247,0.008914593607187271,0.004576252773404121,0.007892627269029617,0.005994903389364481,0.022738125175237656,0.006743827369064093,0.0019822800531983376,0.0058640954084694386,0.008850357495248318,0.008381364867091179,0.015185832977294922,0.01177265401929617,0.0018951676320284605,0.0014426728012040257,0.01947217434644699,0.004925819579511881,0.0037376086693257093,0.004997649230062962,0.02852630615234375,0.008976130746304989,0.009911502711474895,0.020059727132320404,0.010631364770233631,0.016833173111081123,0.007114425767213106,0.0050442153587937355,0.002390414010733366
0.9198377728462219,0.9239999055862427,0.9795998334884644,0.9639125466346741,0.8995680809020996,0.6782433986663818,0.9708812236785889,0.9453513026237488,0.8778683543205261,0.9871076941490173,0.93073970079422,0.9643676280975342,0.9695003032684326,0.9696476459503174,0.9544429779052734,0.9559581279754639,0.965175211429596,0.9760772585868835,0.9640299677848816,0.9724388122558594,0.9722479581832886,0.8757340908050537,0.9625493288040161,0.9912440776824951,0.9013919830322266,0.965914249420166,0.9706116318702698,0.9040652513504028,0.9795870184898376,0.9817366600036621,0.9489291906356812,0.9725233316421509,0.9895420074462891,0.983630895614624,0.8837880492210388,0.9703181385993958,0.9369805455207825,0.8874458074569702,0.9209522604942322,0.9257760047912598,0.9100882411003113,0.9634319543838501,0.9655161499977112,0.9727985262870789,0.9471474885940552,0.9686398506164551,0.9453079700469971,0.9823280572891235,0.9725349545478821,0.7794337868690491
0.004114536102861166,0.009244395419955254,0.0019198750378564,0.0020846882835030556,0.002692162524908781,0.0023858491331338882,0.0010400578612461686,0.004150685854256153,0.0006229045102372766,0.0014607190387323499,0.0063076987862586975,0.0006834890227764845,0.0018903427990153432,0.0006161138880997896,0.0024878510739654303,0.0009828184265643358,0.018008748069405556,0.002394064562395215,0.0024842433631420135,0.003920346032828093,0.004785980563610792,0.0016492364229634404,0.0010758485877886415,0.0023572237696498632,0.0009903776226565242,0.0003575567970983684,0.004613862372934818,0.017215648666024208,0.005754435434937477,0.0008956472156569362,0.0067680166102945805,0.0032286534551531076,0.005551943555474281,0.00628626998513937,0.024029340595006943,0.0005715138977393508,0.005590232089161873,0.008636025711894035,0.000607170513831079,0.02175554260611534,0.014065577648580074,0.023204002529382706,0.001431152457371354,0.0008080138941295445,0.0034838083665817976,0.010719566605985165,0.014125327579677105,0.0037115314044058323,0.004005736205726862,0.001265155617147684
0.008690590038895607,0.1251823604106903,0.01005733385682106,0.08758754283189774,0.02210262417793274,0.029672006145119667,0.009883471764624119,0.05870405212044716,0.03249460831284523,0.013817308470606804,0.013621156103909016,0.008604566566646099,0.0064304666593670845,0.021360352635383606,0.020388809964060783,0.014808937907218933,0.018545210361480713,0.06613106280565262,0.01041280385106802,0.22784383594989777,0.058191437274217606,0.010775547474622726,0.024050267413258553,0.01565275713801384,0.04297242313623428,0.036575838923454285,0.018325751647353172,0.03159337118268013,0.007792015094310045,0.010969252325594425,0.13783186674118042,0.010656788013875484,0.041548844426870346,0.032452184706926346,0.09972280263900757,0.021822212263941765,0.09212073683738708,0.0665946751832962,0.01307323295623064,0.0402175635099411,0.04435519129037857,0.01666342280805111,0.009581017307937145,0.017050590366125107,0.02168077416718006,0.028890900313854218,0.014588424935936928,0.011335029266774654,0.03934023156762123,0.03476337343454361
0.9854468107223511,0.9936690926551819,0.9905800223350525,0.9930009841918945,0.9776412844657898,0.9932296276092529,0.9871609210968018,0.990757167339325,0.9816911816596985,0.995288610458374,0.9828989505767822,0.9875104427337646,0.9552674889564514,0.9837206602096558,0.9918479919433594,0.9818073511123657,0.9853734374046326,0.9979391694068909,0.9912562370300293,0.9869008660316467,0.990213930606842,0.9725341796875,0.9879797697067261,0.9775691628456116,0.9922446608543396,0.9817910194396973,0.996849000453949,0.9867645502090454,0.9877755641937256,0.9821856617927551,0.994274914264679,0.9679837226867676,0.9958869814872742,0.9882586002349854,0.9863916635513306,0.9849729537963867,0.9813756942749023,0.984816312789917,0.9919590950012207,0.9928727149963379,0.9892816543579102,0.9875116348266602,0.9829792380332947,0.9868448972702026,0.9892923831939697,0.9877446293830872,0.9914277791976929,0.9959167838096619,0.9849938154220581,0.993682861328125
0.9460069537162781,0.9798431992530823,0.9752453565597534,0.9020309448242188,0.9473330974578857,0.9251365065574646,0.9559532999992371,0.9779500365257263,0.9434597492218018,0.9868958592414856,0.979393482208252,0.9811751246452332,0.9327731728553772,0.9505667686462402,0.9781364798545837,0.974361777305603,0.9909727573394775,0.9693402051925659,0.9677962064743042,0.9838866591453552,0.9805017113685608,0.9225001931190491,0.9507384896278381,0.9673753380775452,0.9719589352607727,0.9260262846946716,0.9615944027900696,0.9782745242118835,0.9784796833992004,0.977070689201355,0.9675446152687073,0.981329083442688,0.9859340786933899,0.9560472369194031,0.9490131139755249,0.9739816784858704,0.9471316933631897,0.9731987118721008,0.9649896621704102,0.9902875423431396,0.9719504714012146,0.9685099124908447,0.9759631156921387,0.9764217138290405,0.9860041737556458,0.9449719786643982,0.9802135825157166,0.9898297190666199,0.9760093688964844,0.9019303321838379
0.18272724747657776,0.33801859617233276,0.37886810302734375,0.4588289260864258,0.27163204550743103,0.15434332191944122,0.37066105008125305,0.19995662569999695,0.2094528079032898,0.024963553994894028,0.26329174637794495,0.2857438623905182,0.30627065896987915,0.17112141847610474,0.3116285800933838,0.33033183217048645,0.2886298596858978,0.1639765352010727,0.3204934298992157,0.39112454652786255,0.14683650434017181,0.42859530448913574,0.3024058938026428,0.1489623486995697,0.4839370548725128,0.1838282197713852,0.08916919678449631,0.6630704402923584,0.19271478056907654,0.4336165189743042,0.5735856294631958,0.6583666205406189,0.23431821167469025,0.22244662046432495,0.2922727167606354,0.15915216505527496,0.3626396059989929,0.6813205480575562,0.208083376288414,0.2510487735271454,0.25975051522254944,0.39978504180908203,0.145676851272583,0.28706270456314087,0.11222229152917862,0.34062686562538147,0.1966893970966339,0.22648021578788757,0.25448164343833923,0.15555448830127716
0.002662752056494355,0.00221027759835124,0.0051952991634607315,0.011585626751184464,0.0007584253326058388,0.008749361149966717,0.0028943095821887255,0.01649593934416771,0.012013320811092854,0.017444700002670288,0.01163197960704565,0.00784293282777071,0.002095203846693039,0.03768239915370941,0.03272244334220886,0.003770831972360611,0.04412473738193512,0.008890237659215927,0.004360541235655546,0.01736193522810936,0.011193356476724148,0.032105982303619385,0.007859263569116592,0.036096591502428055,0.007479122839868069,0.005642678588628769,0.006807518657296896,0.011951206251978874,0.016896385699510574,0.01740303263068199,0.013126465491950512,0.026879729703068733,0.015603834763169289,0.005225124768912792,0.034074489027261734,0.00892761629074812,0.18840913474559784,0.031409285962581635,0.04636131599545479,0.004634924232959747,0.010374229401350021,0.025725066661834717,0.022073352709412575,0.00291514303535223,0.0180624108761549,0.018256893381476402,0.020809823647141457,0.013100959360599518,0.005582290701568127,0.007476450875401497
0.2140895575284958,0.14245814085006714,0.12550289928913116,0.4090069532394409,0.28331074118614197,0.20505359768867493,0.11417865753173828,0.12956136465072632,0.32898086309432983,0.0726354569196701,0.2745148539543152,0.16874417662620544,0.08928947895765305,0.12388722598552704,0.2778376638889313,0.2586607336997986,0.25852155685424805,0.14086247980594635,0.2091507613658905,0.33034276962280273,0.3570154011249542,0.15496397018432617,0.18510974943637848,0.46298810839653015,0.3232289254665375,0.08693889528512955,0.3127079904079437,0.35889217257499695,0.0764763131737709,0.186907097697258,0.1863386482000351,0.22970345616340637,0.48915213346481323,0.10358797758817673,0.3353307843208313,0.092994824051857,0.357787549495697,0.2548319697380066,0.2639899253845215,0.22589558362960815,0.2468295395374298,0.42627784609794617,0.22543951869010925,0.26740920543670654,0.268924742937088,0.1617528647184372,0.20492450892925262,0.2073543518781662,0.10197585821151733,0.21464212238788605
