is_iceberg0,is_iceberg1,is_iceberg2,is_iceberg3,is_iceberg4,is_iceberg5,is_iceberg6,is_iceberg7,is_iceberg8,is_iceberg9,is_iceberg10,is_iceberg11,is_iceberg12,is_iceberg13,is_iceberg14,is_iceberg15,is_iceberg16,is_iceberg17,is_iceberg18,is_iceberg19,is_iceberg20,is_iceberg21,is_iceberg22,is_iceberg23,is_iceberg24,is_iceberg25,is_iceberg26,is_iceberg27,is_iceberg28,is_iceberg29
0.0007579604280181229,0.0051511419005692005,5.654806591337547e-05,2.9491098757716827e-05,1.960952431545593e-05,0.048142023384571075,0.0002819528745021671,5.7611257943790406e-05,0.0010299677960574627,4.544213879853487e-05,0.003063851036131382,0.001646704855374992,0.0002585313923191279,0.00010459324403200299,2.3426680854754522e-05,2.5643663548180484e-07,0.0006773853092454374,3.9505306631326675e-05,0.00041580465040169656,0.00012383778812363744,0.0024573630653321743,5.179367508389987e-05,0.000719965435564518,0.00011871278547914699,2.2125688701635227e-05,0.0006134502473287284,0.0006667001289315522,0.000849793606903404,2.6809442715602927e-05,0.00025588637799955904
5.12991682626307e-05,4.5259105263539823e-07,2.091618807753548e-05,1.2779806638718583e-05,2.7429948659118963e-06,3.6645411455538124e-05,0.0001764965709298849,1.6148982240338228e-06,3.324169483676087e-06,7.773976903990842e-06,0.00016479493933729827,7.158463631640188e-06,1.6163514260369993e-07,5.771524229203351e-05,1.839816854420917e-09,7.255523541971343e-06,4.187578451819718e-05,1.1715997970895842e-05,7.957831985550001e-05,6.945795757928863e-05,0.00028895167633891106,3.671718877740204e-05,3.827408727374859e-05,6.492356533271959e-06,9.053878358145084e-08,3.4894083000835963e-06,0.00020472971664275974,7.5222305895295e-05,0.00013601183309219778,1.2850738130509853e-05
0.9137816429138184,0.9886334538459778,0.9540692567825317,0.9766839146614075,0.9298747181892395,0.9428046345710754,0.815978467464447,0.9411520957946777,0.9530863761901855,0.97762131690979,0.9089896082878113,0.9831803441047668,0.9827949404716492,0.924527645111084,0.9654015898704529,0.8856375217437744,0.9573341608047485,0.9019628167152405,0.8616474270820618,0.9367207884788513,0.9174357652664185,0.9709477424621582,0.7672925591468811,0.9885334372520447,0.9630206227302551,0.7293727397918701,0.9786892533302307,0.8274535536766052,0.9902865886688232,0.8259170055389404
2.894959288823884e-05,0.025322478264570236,0.00018670846475288272,0.00014035773347131908,1.736357262416277e-05,0.0004896937170997262,0.0038996152579784393,0.001515754614956677,0.0004738051211461425,0.00022045811056159437,0.001144863199442625,0.0005374695174396038,2.7266391953162383e-06,0.0012136173900216818,8.682221960043535e-06,0.001735557452775538,0.0016420447500422597,0.00043516032746993005,0.004314413294196129,0.00043498442391864955,5.3996867791283876e-05,0.0015150129329413176,0.001334449858404696,0.0003770154435187578,0.0003362904244568199,0.00011943127174163237,0.0031576198525726795,0.0021037261467427015,0.0009551994153298438,0.0006415193784050643
0.05193609371781349,0.007992547936737537,0.0017523407004773617,0.0005767233087681234,0.0013428310630843043,0.018574029207229614,0.0022593375761061907,0.00208541052415967,0.004056460224092007,0.00837608054280281,0.006134616676717997,0.003103163093328476,0.001880239462479949,0.0031038091983646154,0.015694985166192055,0.001744537497870624,0.014509121887385845,0.00883569661527872,0.011395527981221676,0.018006686121225357,0.007097671739757061,0.07388396561145782,0.014651507139205933,0.002270334865897894,0.005284842103719711,0.00044507498387247324,0.001884410623461008,0.005826999433338642,0.004765424411743879,0.01203632541000843
0.9988682270050049,0.9945428371429443,0.9973474740982056,0.9955641031265259,0.999790370464325,0.9997480511665344,0.9979172348976135,0.9984092116355896,0.9998914003372192,0.996746301651001,0.9978347420692444,0.9991880059242249,0.9995450377464294,0.9999872446060181,0.9983687996864319,0.9999383687973022,0.9990824460983276,0.9988920092582703,0.9993072748184204,0.9975245594978333,0.9997835755348206,0.9996155500411987,0.9986504912376404,0.9995492100715637,0.99946528673172,0.9983395338058472,0.9996856451034546,0.9999035596847534,0.9999374151229858,0.9956346154212952
0.9837920665740967,0.9987539052963257,0.9881671071052551,0.9799844622612,0.9980164766311646,0.9981095790863037,0.9573515057563782,0.9344622492790222,0.9600558280944824,0.995130181312561,0.9960662722587585,0.9956974983215332,0.9888032078742981,0.9968047142028809,0.9898127913475037,0.8602499961853027,0.9980260133743286,0.9942299127578735,0.9775840640068054,0.9778643250465393,0.9465640783309937,0.9578784704208374,0.9275835156440735,0.9575124979019165,0.9968739748001099,0.9725949168205261,0.9816367030143738,0.9841675162315369,0.9879775047302246,0.9891754984855652
0.12629540264606476,0.14211949706077576,0.031644225120544434,0.14037394523620605,0.006868600379675627,0.34932318329811096,0.013804768212139606,0.018014784902334213,0.36646953225135803,0.026251351460814476,0.048385072499513626,0.16346701979637146,0.017506171017885208,0.004836563020944595,0.059383325278759,0.03675251454114914,0.8279068470001221,0.35291945934295654,0.014626847580075264,0.04793635755777359,0.03815196827054024,0.004965431522578001,0.7020348906517029,0.09852874279022217,0.022102948278188705,0.25576701760292053,0.21950386464595795,0.1504245549440384,0.09186568111181259,0.4125779867172241
0.0012667737901210785,4.799381258635549e-06,0.0006537725566886365,9.590320405550301e-05,0.0007021566852927208,0.0009058154537342489,4.463963705347851e-05,0.0017039241502061486,4.4398919271770865e-05,0.0008345528622157872,2.154898720618803e-05,0.01205399539321661,0.00043363170698285103,6.22834122623317e-05,0.0002125358732882887,0.00011151720536872745,0.0003407576587051153,7.508220005547628e-05,0.008690232411026955,0.00011679454473778605,0.000768403522670269,0.0017921081744134426,0.0005719509208574891,0.0026114636566489935,0.0006231801235117018,0.0005817946512252092,0.022308534011244774,0.004918051417917013,0.00012192622671136633,0.0008838522480800748
0.0711178258061409,0.03850151598453522,0.014872902072966099,0.08939255774021149,0.010979939252138138,0.2726360559463501,0.09084440767765045,0.0043843029998242855,0.0049655805341899395,0.11855582892894745,0.017926661297678947,0.004632074385881424,0.1463310718536377,0.12886126339435577,0.016368694603443146,0.015253275632858276,0.05404077097773552,0.039374276995658875,0.20000602304935455,0.010417885147035122,0.000912448565941304,0.015802051872015,0.10862033069133759,0.05007808655500412,0.022332292050123215,0.1629018485546112,0.14569337666034698,0.3247608542442322,0.07357879728078842,0.2137114554643631
